Seizoen,Speeldag,Datum,Tijdstip,Match_ID,Thuisploeg_stamnummer,Thuisploeg_roepnaam,Uitploeg_stamnummer,Uitploeg_roepnaam,Resultaat_Thuisploeg,Resultaat_Uitploeg
1998-1999,24,1999-02-27,20:00,2980865,2300,KSK Beveren,16,Standard Luik,0,6
1998-1999,24,1999-02-27,20:00,2980866,22,R Charleroi SC,7,KAA Gent,1,1
1998-1999,24,1999-02-27,20:00,2980867,373,Sint-Truidense VV,35,RSC Anderlecht,1,4
1998-1999,24,1999-02-27,20:00,2980868,2024,KVC Westerlo,30,Lierse SK,0,2
1998-1999,24,1999-02-27,20:00,2980869,1986,KFC Lommelse SK,90,Eendracht Aalst,0,3
1998-1999,24,1999-02-28,15:00,2980870,3530,Germinal,1615,KRC Harelbeke,0,2
1998-1999,24,1999-03-10,20:00,2980871,19,KV Kortrijk,322,KRC Genk,1,3
1998-1999,25,1999-03-05,20:00,2980872,16,Standard Luik,224,Excelsior Mouscron,2,0
1998-1999,25,1999-03-06,20:00,2980873,282,KSC Lokeren,3530,Germinal,1,1
1998-1999,25,1999-03-06,20:00,2980874,35,RSC Anderlecht,1986,KFC Lommelse SK,3,0
1998-1999,25,1999-03-06,20:00,2980875,322,KRC Genk,22,R Charleroi SC,2,1
1998-1999,25,1999-03-06,20:00,2980876,7,KAA Gent,2300,KSK Beveren,4,1
1998-1999,25,1999-03-06,20:00,2980877,31,KV Oostende,2024,KVC Westerlo,1,1
1998-1999,25,1999-03-07,15:00,2980878,1615,KRC Harelbeke,373,Sint-Truidense VV,1,1
1998-1999,25,1999-03-07,15:00,2980879,90,Eendracht Aalst,19,KV Kortrijk,1,1
1998-1999,25,1999-03-07,20:00,2980880,30,Lierse SK,3,Club Brugge,5,2
1998-1999,26,1999-03-12,20:00,2980881,224,Excelsior Mouscron,7,KAA Gent,7,1
1998-1999,26,1999-03-13,20:00,2980882,2024,KVC Westerlo,16,Standard Luik,3,1
1998-1999,26,1999-03-13,20:00,2980883,2300,KSK Beveren,322,KRC Genk,1,0
1998-1999,26,1999-03-13,20:00,2980884,22,R Charleroi SC,19,KV Kortrijk,2,1
1998-1999,26,1999-03-13,20:00,2980885,1986,KFC Lommelse SK,1615,KRC Harelbeke,0,1
1998-1999,26,1999-03-13,20:00,2980886,373,Sint-Truidense VV,282,KSC Lokeren,7,0
1998-1999,26,1999-03-13,20:00,2980887,3530,Germinal,30,Lierse SK,1,1
1998-1999,26,1999-03-13,20:00,2980888,35,RSC Anderlecht,90,Eendracht Aalst,2,1
1998-1999,26,1999-03-14,15:00,2980889,3,Club Brugge,31,KV Oostende,2,0
1998-1999,27,1999-03-19,20:00,2980890,16,Standard Luik,3,Club Brugge,3,0
1998-1999,27,1999-03-20,20:00,2980891,31,KV Oostende,3530,Germinal,0,1
1998-1999,27,1999-03-20,20:00,2980892,30,Lierse SK,373,Sint-Truidense VV,6,0
1998-1999,27,1999-03-20,20:00,2980893,282,KSC Lokeren,1986,KFC Lommelse SK,2,1
1998-1999,27,1999-03-20,20:00,2980894,322,KRC Genk,224,Excelsior Mouscron,3,0
1998-1999,27,1999-03-20,20:00,2980895,7,KAA Gent,2024,KVC Westerlo,2,0
1998-1999,27,1999-03-21,15:00,2980896,1615,KRC Harelbeke,35,RSC Anderlecht,1,2
1998-1999,27,1999-03-21,15:00,2980897,90,Eendracht Aalst,22,R Charleroi SC,2,2
1998-1999,27,1999-03-21,15:00,2980898,19,KV Kortrijk,2300,KSK Beveren,1,0
1998-1999,28,1999-04-02,20:00,2980899,35,RSC Anderlecht,282,KSC Lokeren,1,1
1998-1999,28,1999-04-03,20:00,2980900,373,Sint-Truidense VV,31,KV Oostende,5,0
1998-1999,28,1999-04-03,20:00,2980901,3530,Germinal,16,Standard Luik,0,1
1998-1999,28,1999-04-03,20:00,2980902,2024,KVC Westerlo,322,KRC Genk,1,1
1998-1999,28,1999-04-03,20:00,2980903,224,Excelsior Mouscron,19,KV Kortrijk,3,1
1998-1999,28,1999-04-03,20:00,2980904,2300,KSK Beveren,22,R Charleroi SC,1,2
1998-1999,28,1999-04-03,20:00,2980905,1986,KFC Lommelse SK,30,Lierse SK,0,0
1998-1999,28,1999-04-03,20:00,2980906,3,Club Brugge,7,KAA Gent,1,0
1998-1999,28,1999-04-03,20:00,2980907,1615,KRC Harelbeke,90,Eendracht Aalst,5,1
1998-1999,29,1999-04-17,20:00,2980908,7,KAA Gent,3530,Germinal,1,3
1998-1999,29,1999-04-17,20:00,2980909,16,Standard Luik,373,Sint-Truidense VV,2,0
1998-1999,29,1999-04-17,20:00,2980910,30,Lierse SK,35,RSC Anderlecht,0,0
1998-1999,29,1999-04-17,20:00,2980911,282,KSC Lokeren,1615,KRC Harelbeke,1,0
1998-1999,29,1999-04-17,20:00,2980912,22,R Charleroi SC,224,Excelsior Mouscron,1,3
1998-1999,29,1999-04-17,20:00,2980913,90,Eendracht Aalst,2300,KSK Beveren,0,1
1998-1999,29,1999-04-18,15:00,2980914,31,KV Oostende,1986,KFC Lommelse SK,1,1
1998-1999,29,1999-04-18,15:00,2980915,19,KV Kortrijk,2024,KVC Westerlo,4,2
1998-1999,29,1999-04-18,20:00,2980916,322,KRC Genk,3,Club Brugge,1,1
1998-1999,30,1999-04-24,20:00,2980917,35,RSC Anderlecht,31,KV Oostende,3,0
1998-1999,30,1999-04-24,20:00,2980918,1986,KFC Lommelse SK,16,Standard Luik,3,0
1998-1999,30,1999-04-24,20:00,2980919,373,Sint-Truidense VV,7,KAA Gent,1,0
1998-1999,30,1999-04-24,20:00,2980920,3530,Germinal,322,KRC Genk,0,2
1998-1999,30,1999-04-24,20:00,2980921,2024,KVC Westerlo,22,R Charleroi SC,1,0
1998-1999,30,1999-04-24,20:00,2980922,224,Excelsior Mouscron,2300,KSK Beveren,1,0
1998-1999,30,1999-04-24,20:00,2980923,282,KSC Lokeren,90,Eendracht Aalst,6,2
1998-1999,30,1999-04-25,15:00,2980924,3,Club Brugge,19,KV Kortrijk,3,0
1998-1999,30,1999-04-25,15:00,2980925,1615,KRC Harelbeke,30,Lierse SK,3,1
1998-1999,31,1999-04-30,20:00,2980926,22,R Charleroi SC,3,Club Brugge,1,2
1998-1999,31,1999-05-01,20:00,2980927,7,KAA Gent,1986,KFC Lommelse SK,2,2
1998-1999,31,1999-05-01,20:00,2980928,31,KV Oostende,1615,KRC Harelbeke,1,0
1998-1999,31,1999-05-01,20:00,2980929,30,Lierse SK,282,KSC Lokeren,2,3
1998-1999,31,1999-05-01,20:00,2980930,2300,KSK Beveren,2024,KVC Westerlo,1,0
1998-1999,31,1999-05-02,15:00,2980931,19,KV Kortrijk,3530,Germinal,1,2
1998-1999,31,1999-05-02,15:00,2980932,90,Eendracht Aalst,224,Excelsior Mouscron,1,4
1998-1999,31,1999-05-02,18:00,2980933,16,Standard Luik,35,RSC Anderlecht,0,6
1998-1999,31,1999-05-02,20:00,2980934,322,KRC Genk,373,Sint-Truidense VV,4,1
1998-1999,32,1999-04-11,18:00,2980935,373,Sint-Truidense VV,19,KV Kortrijk,2,2
1998-1999,32,1999-05-05,20:00,2980939,1986,KFC Lommelse SK,322,KRC Genk,0,3
1998-1999,32,1999-05-05,20:00,2980940,3530,Germinal,22,R Charleroi SC,2,0
1998-1999,32,1999-05-05,20:00,2980941,3,Club Brugge,2300,KSK Beveren,3,1
1998-1999,32,1999-05-05,20:00,2980942,2024,KVC Westerlo,224,Excelsior Mouscron,1,1
1998-1999,32,1999-05-05,20:00,2980943,30,Lierse SK,90,Eendracht Aalst,3,1
1998-1999,32,1999-05-05,20:00,2980936,282,KSC Lokeren,31,KV Oostende,1,2
1998-1999,32,1999-05-05,20:00,2980937,1615,KRC Harelbeke,16,Standard Luik,1,1
1998-1999,32,1999-05-05,20:00,2980938,35,RSC Anderlecht,7,KAA Gent,4,0
1998-1999,33,1999-05-08,20:00,2980944,2024,KVC Westerlo,90,Eendracht Aalst,1,1
1998-1999,33,1999-05-09,15:00,2980945,224,Excelsior Mouscron,3,Club Brugge,2,0
1998-1999,33,1999-05-09,15:00,2980946,2300,KSK Beveren,3530,Germinal,2,1
1998-1999,33,1999-05-09,15:00,2980947,22,R Charleroi SC,373,Sint-Truidense VV,2,1
1998-1999,33,1999-05-09,15:00,2980948,19,KV Kortrijk,1986,KFC Lommelse SK,4,1
1998-1999,33,1999-05-09,15:00,2980949,322,KRC Genk,35,RSC Anderlecht,2,5
1998-1999,33,1999-05-09,15:00,2980950,7,KAA Gent,1615,KRC Harelbeke,0,0
1998-1999,33,1999-05-09,15:00,2980951,16,Standard Luik,282,KSC Lokeren,2,4
1998-1999,33,1999-05-09,15:00,2980952,31,KV Oostende,30,Lierse SK,0,6
1998-1999,34,1999-05-16,15:00,2980953,90,Eendracht Aalst,31,KV Oostende,4,0
1998-1999,34,1999-05-16,15:00,2980954,30,Lierse SK,16,Standard Luik,3,0
1998-1999,34,1999-05-16,15:00,2980955,282,KSC Lokeren,7,KAA Gent,1,4
1998-1999,34,1999-05-16,15:00,2980956,1615,KRC Harelbeke,322,KRC Genk,1,2
1998-1999,34,1999-05-16,15:00,2980957,35,RSC Anderlecht,19,KV Kortrijk,3,1
1998-1999,34,1999-05-16,15:00,2980958,1986,KFC Lommelse SK,22,R Charleroi SC,2,1
1998-1999,34,1999-05-16,15:00,2980959,373,Sint-Truidense VV,2300,KSK Beveren,1,1
1998-1999,34,1999-05-16,15:00,2980960,3530,Germinal,224,Excelsior Mouscron,1,1
1998-1999,34,1999-05-16,15:00,2980961,3,Club Brugge,2024,KVC Westerlo,5,3
1999-2000,1,1999-08-06,20:00,2951178,395,KFC Verbroedering Geel,7,KAA Gent,1,5
1999-2000,1,1999-08-07,20:00,2951179,2300,KSK Beveren,90,Eendracht Aalst,0,2
1999-2000,1,1999-08-07,20:00,2951180,30,Lierse SK,3530,Germinal,3,1
1999-2000,1,1999-08-07,20:00,2951181,1986,KFC Lommelse SK,282,KSC Lokeren,1,0
1999-2000,1,1999-08-07,20:00,2951182,22,R Charleroi SC,1615,KRC Harelbeke,2,1
1999-2000,1,1999-08-07,20:00,2951183,16,Standard Luik,25,KV Mechelen,2,1
1999-2000,1,1999-08-07,20:00,2951184,2024,KVC Westerlo,322,KRC Genk,6,6
1999-2000,1,1999-08-08,15:00,2951186,3,Club Brugge,373,Sint-Truidense VV,4,0
1999-2000,1,1999-08-08,20:00,2951185,35,RSC Anderlecht,224,Excelsior Mouscron,3,2
1999-2000,2,1999-08-14,20:00,2957577,2024,KVC Westerlo,16,Standard Luik,2,1
1999-2000,2,1999-08-14,20:00,2957578,373,Sint-Truidense VV,395,KFC Verbroedering Geel,1,1
1999-2000,2,1999-08-14,20:00,2957579,25,KV Mechelen,22,R Charleroi SC,2,1
1999-2000,2,1999-08-14,20:00,2957580,7,KAA Gent,322,KRC Genk,0,2
1999-2000,2,1999-08-14,20:00,2957581,3530,Germinal,1986,KFC Lommelse SK,3,1
1999-2000,2,1999-08-15,15:00,2957582,1615,KRC Harelbeke,224,Excelsior Mouscron,1,1
1999-2000,2,1999-08-15,15:00,2957585,90,Eendracht Aalst,30,Lierse SK,2,3
1999-2000,2,1999-08-15,20:00,2957583,282,KSC Lokeren,3,Club Brugge,2,5
1999-2000,2,1999-08-15,20:00,2957584,35,RSC Anderlecht,2300,KSK Beveren,5,2
1999-2000,3,1999-08-21,20:00,2957740,16,Standard Luik,7,KAA Gent,0,2
1999-2000,3,1999-08-21,20:00,2957741,224,Excelsior Mouscron,25,KV Mechelen,2,0
1999-2000,3,1999-08-21,20:00,2957742,22,R Charleroi SC,2024,KVC Westerlo,1,2
1999-2000,3,1999-08-21,20:00,2957743,2300,KSK Beveren,1615,KRC Harelbeke,2,2
1999-2000,3,1999-08-21,20:00,2957744,395,KFC Verbroedering Geel,322,KRC Genk,1,1
1999-2000,3,1999-08-21,20:00,2957745,373,Sint-Truidense VV,282,KSC Lokeren,1,1
1999-2000,3,1999-08-22,15:00,2957746,3,Club Brugge,3530,Germinal,2,0
1999-2000,3,1999-08-22,15:00,2957747,1986,KFC Lommelse SK,90,Eendracht Aalst,3,3
1999-2000,3,1999-08-22,20:00,2957748,30,Lierse SK,35,RSC Anderlecht,0,3
1999-2000,4,1999-08-28,20:00,2957921,3530,Germinal,373,Sint-Truidense VV,3,1
1999-2000,4,1999-08-28,20:00,2957922,7,KAA Gent,22,R Charleroi SC,3,2
1999-2000,4,1999-08-28,20:00,2957923,2024,KVC Westerlo,224,Excelsior Mouscron,3,0
1999-2000,4,1999-08-28,20:00,2957924,25,KV Mechelen,2300,KSK Beveren,3,1
1999-2000,4,1999-08-28,20:00,2957925,282,KSC Lokeren,395,KFC Verbroedering Geel,0,0
1999-2000,4,1999-08-29,15:00,2957926,1615,KRC Harelbeke,30,Lierse SK,0,3
1999-2000,4,1999-08-29,20:00,2957927,90,Eendracht Aalst,3,Club Brugge,0,2
1999-2000,4,1999-08-29,20:00,2957928,35,RSC Anderlecht,1986,KFC Lommelse SK,3,3
1999-2000,4,1999-08-29,20:00,2957929,322,KRC Genk,16,Standard Luik,4,0
1999-2000,5,1999-09-11,20:00,2958766,224,Excelsior Mouscron,7,KAA Gent,5,3
1999-2000,5,1999-09-11,20:00,2958767,30,Lierse SK,25,KV Mechelen,5,1
1999-2000,5,1999-09-11,20:00,2958768,1986,KFC Lommelse SK,1615,KRC Harelbeke,0,2
1999-2000,5,1999-09-11,20:00,2958769,373,Sint-Truidense VV,90,Eendracht Aalst,1,5
1999-2000,5,1999-09-11,20:00,2958770,282,KSC Lokeren,3530,Germinal,1,1
1999-2000,5,1999-09-11,20:00,2958771,395,KFC Verbroedering Geel,16,Standard Luik,0,0
1999-2000,5,1999-09-12,15:00,2958773,22,R Charleroi SC,322,KRC Genk,2,1
1999-2000,5,1999-12-08,20:00,2958772,2300,KSK Beveren,2024,KVC Westerlo,4,0
1999-2000,5,2000-02-27,15:00,2958774,3,Club Brugge,35,RSC Anderlecht,0,2
1999-2000,6,1999-09-17,20:00,2958775,16,Standard Luik,22,R Charleroi SC,1,3
1999-2000,6,1999-09-18,20:00,2958776,322,KRC Genk,224,Excelsior Mouscron,2,2
1999-2000,6,1999-09-18,20:00,2958777,25,KV Mechelen,1986,KFC Lommelse SK,1,0
1999-2000,6,1999-09-18,20:00,2958778,3530,Germinal,395,KFC Verbroedering Geel,4,1
1999-2000,6,1999-09-18,20:00,2958779,7,KAA Gent,2300,KSK Beveren,4,1
1999-2000,6,1999-09-19,15:00,2958780,1615,KRC Harelbeke,3,Club Brugge,1,1
1999-2000,6,1999-09-19,15:00,2958781,90,Eendracht Aalst,282,KSC Lokeren,1,0
1999-2000,6,1999-09-19,20:00,2958782,35,RSC Anderlecht,373,Sint-Truidense VV,2,1
1999-2000,6,1999-09-19,20:00,2958783,2024,KVC Westerlo,30,Lierse SK,0,2
1999-2000,7,1999-09-24,20:00,2970391,224,Excelsior Mouscron,16,Standard Luik,1,3
1999-2000,7,1999-09-25,20:00,2970392,30,Lierse SK,7,KAA Gent,2,1
1999-2000,7,1999-09-25,20:00,2970393,3530,Germinal,90,Eendracht Aalst,3,2
1999-2000,7,1999-09-25,20:00,2970394,373,Sint-Truidense VV,1615,KRC Harelbeke,2,0
1999-2000,7,1999-09-25,20:00,2970395,1986,KFC Lommelse SK,2024,KVC Westerlo,2,2
1999-2000,7,1999-09-25,20:00,2970396,282,KSC Lokeren,35,RSC Anderlecht,2,3
1999-2000,7,1999-09-25,20:00,2970397,2300,KSK Beveren,322,KRC Genk,1,4
1999-2000,7,1999-09-26,15:00,2970398,395,KFC Verbroedering Geel,22,R Charleroi SC,0,0
1999-2000,7,1999-09-26,15:00,2970399,3,Club Brugge,25,KV Mechelen,6,0
1999-2000,8,1999-10-01,20:00,2970400,22,R Charleroi SC,224,Excelsior Mouscron,2,1
1999-2000,8,1999-10-02,20:00,2970401,25,KV Mechelen,373,Sint-Truidense VV,3,2
1999-2000,8,1999-10-02,20:00,2970402,7,KAA Gent,1986,KFC Lommelse SK,6,2
1999-2000,8,1999-10-02,20:00,2970403,16,Standard Luik,2300,KSK Beveren,3,1
1999-2000,8,1999-10-03,15:00,2970404,1615,KRC Harelbeke,282,KSC Lokeren,2,3
1999-2000,8,1999-10-03,15:00,2970405,90,Eendracht Aalst,395,KFC Verbroedering Geel,1,0
1999-2000,8,1999-10-03,20:00,2970406,322,KRC Genk,30,Lierse SK,2,2
1999-2000,8,1999-10-03,20:00,2970407,2024,KVC Westerlo,3,Club Brugge,1,0
1999-2000,8,1999-10-03,20:00,2970408,35,RSC Anderlecht,3530,Germinal,2,2
1999-2000,9,1999-10-13,20:00,2970484,3,Club Brugge,7,KAA Gent,1,3
1999-2000,9,1999-10-13,20:00,2970485,30,Lierse SK,16,Standard Luik,1,0
1999-2000,9,1999-10-13,20:00,2970486,395,KFC Verbroedering Geel,224,Excelsior Mouscron,1,4
1999-2000,9,1999-10-13,20:00,2970487,3530,Germinal,1615,KRC Harelbeke,1,0
1999-2000,9,1999-10-13,20:00,2970488,373,Sint-Truidense VV,2024,KVC Westerlo,2,1
1999-2000,9,1999-10-13,20:00,2970489,282,KSC Lokeren,25,KV Mechelen,0,2
1999-2000,9,1999-10-13,20:00,2970490,90,Eendracht Aalst,35,RSC Anderlecht,2,3
1999-2000,9,1999-10-13,20:00,2970491,2300,KSK Beveren,22,R Charleroi SC,1,1
1999-2000,9,1999-10-13,20:00,2970492,1986,KFC Lommelse SK,322,KRC Genk,0,1
1999-2000,10,1999-10-23,20:00,2970500,7,KAA Gent,373,Sint-Truidense VV,4,2
1999-2000,10,1999-10-23,20:00,2970501,25,KV Mechelen,3530,Germinal,2,0
1999-2000,10,1999-10-23,20:00,2970502,22,R Charleroi SC,30,Lierse SK,1,1
1999-2000,10,1999-10-23,20:00,2970503,16,Standard Luik,1986,KFC Lommelse SK,4,1
1999-2000,10,1999-10-23,20:00,2970504,2024,KVC Westerlo,282,KSC Lokeren,3,3
1999-2000,10,1999-10-24,15:00,2970505,224,Excelsior Mouscron,2300,KSK Beveren,3,0
1999-2000,10,1999-10-24,15:00,2970506,1615,KRC Harelbeke,90,Eendracht Aalst,1,1
1999-2000,10,1999-10-24,20:00,2970507,35,RSC Anderlecht,395,KFC Verbroedering Geel,4,0
1999-2000,10,1999-10-24,20:00,2970508,322,KRC Genk,3,Club Brugge,1,0
1999-2000,11,1999-10-28,20:30,2970517,35,RSC Anderlecht,1615,KRC Harelbeke,2,0
1999-2000,11,1999-10-30,18:00,2970509,3,Club Brugge,16,Standard Luik,5,2
1999-2000,11,1999-10-30,20:00,2970510,395,KFC Verbroedering Geel,2300,KSK Beveren,1,1
1999-2000,11,1999-10-30,20:00,2970511,1986,KFC Lommelse SK,22,R Charleroi SC,1,1
1999-2000,11,1999-10-30,20:00,2970512,373,Sint-Truidense VV,322,KRC Genk,0,5
1999-2000,11,1999-10-30,20:00,2970513,282,KSC Lokeren,7,KAA Gent,0,4
1999-2000,11,1999-10-30,20:00,2970514,3530,Germinal,2024,KVC Westerlo,3,2
1999-2000,11,1999-10-30,20:00,2970515,30,Lierse SK,224,Excelsior Mouscron,1,0
1999-2000,11,1999-10-31,15:00,2970516,90,Eendracht Aalst,25,KV Mechelen,2,0
1999-2000,12,1999-11-05,20:00,2970518,22,R Charleroi SC,3,Club Brugge,0,2
1999-2000,12,1999-11-06,20:00,2970519,7,KAA Gent,3530,Germinal,1,3
1999-2000,12,1999-11-06,20:00,2970520,2024,KVC Westerlo,90,Eendracht Aalst,3,2
1999-2000,12,1999-11-06,20:00,2970521,25,KV Mechelen,35,RSC Anderlecht,2,5
1999-2000,12,1999-11-06,20:00,2970522,322,KRC Genk,282,KSC Lokeren,1,1
1999-2000,12,1999-11-06,20:00,2970523,224,Excelsior Mouscron,1986,KFC Lommelse SK,0,0
1999-2000,12,1999-11-06,20:00,2970524,2300,KSK Beveren,30,Lierse SK,1,1
1999-2000,12,1999-11-06,20:00,2970525,16,Standard Luik,373,Sint-Truidense VV,2,1
1999-2000,12,1999-11-07,15:00,2970526,1615,KRC Harelbeke,395,KFC Verbroedering Geel,3,0
1999-2000,13,1999-11-10,20:00,2970527,3,Club Brugge,224,Excelsior Mouscron,1,2
1999-2000,13,1999-11-10,20:00,2970528,1615,KRC Harelbeke,25,KV Mechelen,5,2
1999-2000,13,1999-11-10,20:00,2970529,395,KFC Verbroedering Geel,30,Lierse SK,2,1
1999-2000,13,1999-11-10,20:00,2970530,1986,KFC Lommelse SK,2300,KSK Beveren,0,0
1999-2000,13,1999-11-10,20:00,2970531,35,RSC Anderlecht,2024,KVC Westerlo,3,0
1999-2000,13,1999-11-10,20:00,2970532,373,Sint-Truidense VV,22,R Charleroi SC,2,2
1999-2000,13,1999-11-10,20:00,2970533,282,KSC Lokeren,16,Standard Luik,5,3
1999-2000,13,1999-11-10,20:00,2970534,90,Eendracht Aalst,7,KAA Gent,4,2
1999-2000,13,1999-11-10,20:00,2973424,322,KRC Genk,3530,Germinal,4,0
1999-2000,14,1999-11-19,20:30,2970536,7,KAA Gent,35,RSC Anderlecht,0,3
1999-2000,14,1999-11-20,20:00,2970540,2300,KSK Beveren,3,Club Brugge,2,3
1999-2000,14,1999-11-20,20:00,2970541,16,Standard Luik,3530,Germinal,1,0
1999-2000,14,1999-11-20,20:00,2970542,22,R Charleroi SC,282,KSC Lokeren,2,4
1999-2000,14,1999-11-20,20:00,2970543,224,Excelsior Mouscron,373,Sint-Truidense VV,3,0
1999-2000,14,1999-11-20,20:00,2970537,322,KRC Genk,90,Eendracht Aalst,2,1
1999-2000,14,1999-11-20,20:00,2970538,30,Lierse SK,1986,KFC Lommelse SK,4,0
1999-2000,14,1999-11-20,20:00,2970539,25,KV Mechelen,395,KFC Verbroedering Geel,1,1
1999-2000,14,1999-11-21,15:00,2970544,2024,KVC Westerlo,1615,KRC Harelbeke,4,1
1999-2000,15,1999-11-26,20:30,2970545,3,Club Brugge,30,Lierse SK,1,0
1999-2000,15,1999-11-27,20:00,2970546,373,Sint-Truidense VV,2300,KSK Beveren,0,2
1999-2000,15,1999-11-27,20:00,2970547,25,KV Mechelen,2024,KVC Westerlo,2,2
1999-2000,15,1999-11-27,20:00,2970548,282,KSC Lokeren,224,Excelsior Mouscron,3,2
1999-2000,15,1999-11-27,20:00,2970549,395,KFC Verbroedering Geel,1986,KFC Lommelse SK,0,0
1999-2000,15,1999-11-28,15:00,2970550,3530,Germinal,22,R Charleroi SC,3,0
1999-2000,15,1999-11-28,15:00,2970551,90,Eendracht Aalst,16,Standard Luik,1,2
1999-2000,15,1999-11-28,15:00,2970552,1615,KRC Harelbeke,7,KAA Gent,1,2
1999-2000,15,1999-11-28,20:00,2970553,35,RSC Anderlecht,322,KRC Genk,1,3
1999-2000,16,1999-12-04,20:00,2970554,1986,KFC Lommelse SK,3,Club Brugge,0,0
1999-2000,16,1999-12-04,20:00,2970555,395,KFC Verbroedering Geel,2024,KVC Westerlo,2,3
1999-2000,16,1999-12-04,20:00,2970556,22,R Charleroi SC,90,Eendracht Aalst,0,1
1999-2000,16,1999-12-04,20:00,2970557,224,Excelsior Mouscron,3530,Germinal,1,1
1999-2000,16,1999-12-04,20:00,2970558,30,Lierse SK,373,Sint-Truidense VV,0,0
1999-2000,16,1999-12-04,20:00,2970562,2300,KSK Beveren,282,KSC Lokeren,2,1
1999-2000,16,1999-12-05,14:30,2970559,16,Standard Luik,35,RSC Anderlecht,0,0
1999-2000,16,1999-12-05,15:00,2970560,322,KRC Genk,1615,KRC Harelbeke,4,3
1999-2000,16,1999-12-05,15:00,2970561,7,KAA Gent,25,KV Mechelen,6,1
1999-2000,17,1999-12-11,20:00,2970563,2024,KVC Westerlo,7,KAA Gent,4,2
1999-2000,17,1999-12-11,20:00,2970564,25,KV Mechelen,322,KRC Genk,2,0
1999-2000,17,1999-12-11,20:00,2970565,3530,Germinal,2300,KSK Beveren,2,0
1999-2000,17,1999-12-11,20:00,2970566,3,Club Brugge,395,KFC Verbroedering Geel,4,0
1999-2000,17,1999-12-11,20:00,2970567,373,Sint-Truidense VV,1986,KFC Lommelse SK,2,0
1999-2000,17,1999-12-11,20:00,2970568,282,KSC Lokeren,30,Lierse SK,5,1
1999-2000,17,1999-12-11,20:00,2970569,35,RSC Anderlecht,22,R Charleroi SC,3,0
1999-2000,17,1999-12-12,15:00,2970570,1615,KRC Harelbeke,16,Standard Luik,3,4
1999-2000,17,1999-12-12,15:00,2970571,90,Eendracht Aalst,224,Excelsior Mouscron,2,5
1999-2000,18,2000-01-11,20:00,2970572,224,Excelsior Mouscron,35,RSC Anderlecht,0,2
1999-2000,18,2000-01-12,20:00,2970580,1615,KRC Harelbeke,22,R Charleroi SC,4,1
1999-2000,18,2000-01-12,20:00,2970573,373,Sint-Truidense VV,3,Club Brugge,0,1
1999-2000,18,2000-01-12,20:00,2970574,90,Eendracht Aalst,2300,KSK Beveren,2,4
1999-2000,18,2000-01-12,20:00,2970575,282,KSC Lokeren,1986,KFC Lommelse SK,2,1
1999-2000,18,2000-01-12,20:00,2970576,7,KAA Gent,395,KFC Verbroedering Geel,1,1
1999-2000,18,2000-01-12,20:00,2970577,322,KRC Genk,2024,KVC Westerlo,1,1
1999-2000,18,2000-01-12,20:00,2970578,3530,Germinal,30,Lierse SK,1,1
1999-2000,18,2000-01-12,20:00,2970579,25,KV Mechelen,16,Standard Luik,2,4
1999-2000,19,2000-01-15,20:00,2970581,322,KRC Genk,7,KAA Gent,0,1
1999-2000,19,2000-01-15,20:00,2970582,395,KFC Verbroedering Geel,373,Sint-Truidense VV,1,2
1999-2000,19,2000-01-15,20:00,2970583,22,R Charleroi SC,25,KV Mechelen,1,4
1999-2000,19,2000-01-15,20:00,2970584,224,Excelsior Mouscron,1615,KRC Harelbeke,4,2
1999-2000,19,2000-01-15,20:00,2970585,2300,KSK Beveren,35,RSC Anderlecht,0,0
1999-2000,19,2000-01-15,20:00,2970586,1986,KFC Lommelse SK,3530,Germinal,2,2
1999-2000,19,2000-01-16,15:00,2970587,3,Club Brugge,282,KSC Lokeren,6,1
1999-2000,19,2000-01-16,15:00,2970588,16,Standard Luik,2024,KVC Westerlo,4,0
1999-2000,19,2000-01-16,15:00,2970589,30,Lierse SK,90,Eendracht Aalst,5,2
1999-2000,20,2000-01-21,20:30,2970591,3530,Germinal,3,Club Brugge,5,3
1999-2000,20,2000-01-22,20:00,2970592,282,KSC Lokeren,373,Sint-Truidense VV,3,0
1999-2000,20,2000-01-22,20:00,2970593,322,KRC Genk,395,KFC Verbroedering Geel,1,0
1999-2000,20,2000-01-22,20:00,2970594,25,KV Mechelen,224,Excelsior Mouscron,1,3
1999-2000,20,2000-01-22,20:00,2970595,7,KAA Gent,16,Standard Luik,1,5
1999-2000,20,2000-01-23,15:00,2970596,2024,KVC Westerlo,22,R Charleroi SC,1,1
1999-2000,20,2000-01-23,15:00,2970597,90,Eendracht Aalst,1986,KFC Lommelse SK,3,1
1999-2000,20,2000-01-23,15:00,2970598,1615,KRC Harelbeke,2300,KSK Beveren,0,5
1999-2000,20,2000-01-23,20:00,2970599,35,RSC Anderlecht,30,Lierse SK,2,0
1999-2000,21,2000-01-28,20:00,2970600,16,Standard Luik,322,KRC Genk,5,1
1999-2000,21,2000-01-29,20:00,2970601,22,R Charleroi SC,7,KAA Gent,1,2
1999-2000,21,2000-01-29,20:00,2970602,373,Sint-Truidense VV,3530,Germinal,2,0
1999-2000,21,2000-01-29,20:00,2970603,395,KFC Verbroedering Geel,282,KSC Lokeren,3,0
1999-2000,21,2000-01-29,20:00,2970604,1986,KFC Lommelse SK,35,RSC Anderlecht,3,3
1999-2000,21,2000-01-29,20:00,2970605,2300,KSK Beveren,25,KV Mechelen,2,1
