Seizoen,Speeldag,Stand,Stamnummer,Roepnaam,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,Doelpuntensaldo,Links_Tweepuntensysteem,Rechts_Tweepuntensysteem,Driepuntensysteem
2011,2,8,25,KV Mechelen,2,1,0,1,3,4,-1,110,110,1110
2011,2,9,44,RAEC Mons,2,0,2,0,2,2,0,002,002,0002
2011,2,10,30,Lierse SK,2,0,2,0,1,1,0,002,002,0002
2011,2,10,19,KV Kortrijk,2,0,2,0,1,1,0,002,002,0002
2011,2,12,373,Sint-Truidense VV,2,0,1,1,4,5,-1,001,111,0001
2011,2,13,7,KAA Gent,2,0,1,1,2,3,-1,001,111,0001
2011,2,14,13,Beerschot,2,0,1,1,3,5,-2,001,111,0001
2011,2,15,282,KSC Lokeren,2,0,1,1,1,3,-2,001,111,0001
2011,2,16,2024,KVC Westerlo,2,0,1,1,0,5,-5,001,111,0001
2011,3,1,3,Club Brugge,3,2,1,0,9,3,6,221,001,2221
2011,3,2,35,RSC Anderlecht,3,2,0,1,5,3,2,220,110,2220
2011,3,3,25,KV Mechelen,3,2,0,1,5,5,0,220,110,2220
2011,3,4,44,RAEC Mons,3,1,2,0,6,4,2,112,002,1112
2011,3,5,322,KRC Genk,3,1,2,0,5,3,2,112,002,1112
2011,3,6,19,KV Kortrijk,3,1,2,0,3,1,2,112,002,1112
2011,3,7,5381,SV Zulte Waregem,3,1,2,0,4,3,1,112,002,1112
2011,3,8,7,KAA Gent,3,1,1,1,5,4,1,111,111,1111
2011,3,9,13,Beerschot,3,1,1,1,6,6,0,111,111,1111
2011,3,10,16,Standard Luik,3,1,1,1,5,5,0,111,111,1111
2011,3,11,12,Cercle Brugge,3,1,1,1,2,3,-1,111,111,1111
2011,3,12,18,Oud-Heverlee Leuven,3,1,0,2,3,4,-1,110,220,1110
2011,3,13,30,Lierse SK,3,0,2,1,2,3,-1,002,112,0002
2011,3,14,373,Sint-Truidense VV,3,0,1,2,6,9,-3,001,221,0001
2011,3,15,282,KSC Lokeren,3,0,1,2,1,4,-3,001,221,0001
2011,3,16,2024,KVC Westerlo,3,0,1,2,1,8,-7,001,221,0001
2011,4,1,25,KV Mechelen,4,3,0,1,7,6,1,330,110,3330
2011,4,2,3,Club Brugge,4,2,2,0,10,4,6,222,002,2222
2011,4,3,7,KAA Gent,4,2,1,1,8,6,2,221,111,2221
2011,4,3,16,Standard Luik,4,2,1,1,8,6,2,221,111,2221
2011,4,5,35,RSC Anderlecht,4,2,1,1,7,5,2,221,111,2221
2011,4,6,12,Cercle Brugge,4,2,1,1,5,5,0,221,111,2221
2011,4,7,44,RAEC Mons,4,1,3,0,8,6,2,113,003,1113
2011,4,8,5381,SV Zulte Waregem,4,1,3,0,5,4,1,113,003,1113
2011,4,9,322,KRC Genk,4,1,2,1,7,6,1,112,112,1112
2011,4,10,13,Beerschot,4,1,2,1,7,7,0,112,112,1112
2011,4,11,19,KV Kortrijk,4,1,2,1,4,4,0,112,112,1112
2011,4,12,282,KSC Lokeren,4,1,1,2,3,4,-1,111,221,1111
2011,4,13,30,Lierse SK,4,0,3,1,3,4,-1,003,113,0003
2011,4,14,18,Oud-Heverlee Leuven,4,1,0,3,4,6,-2,110,330,1110
2011,4,15,373,Sint-Truidense VV,4,0,1,3,6,11,-5,001,331,0001
2011,4,16,2024,KVC Westerlo,4,0,1,3,3,11,-8,001,331,0001
2011,5,1,7,KAA Gent,5,3,1,1,9,6,3,331,111,3331
2011,5,2,12,Cercle Brugge,5,3,1,1,8,6,2,331,111,3331
2011,5,3,25,KV Mechelen,5,3,1,1,7,6,1,331,111,3331
2011,5,4,3,Club Brugge,5,2,3,0,11,5,6,223,003,2223
2011,5,5,44,RAEC Mons,5,2,3,0,11,7,4,223,003,2223
2011,5,6,19,KV Kortrijk,5,2,2,1,8,4,4,222,112,2222
2011,5,7,16,Standard Luik,5,2,2,1,9,7,2,222,112,2222
2011,5,8,35,RSC Anderlecht,5,2,2,1,8,6,2,222,112,2222
2011,5,9,322,KRC Genk,5,1,3,1,7,6,1,113,113,1113
2011,5,10,13,Beerschot,5,1,3,1,8,8,0,113,113,1113
2011,5,11,5381,SV Zulte Waregem,5,1,3,1,6,7,-1,113,113,1113
2011,5,12,18,Oud-Heverlee Leuven,5,2,0,3,5,6,-1,220,330,2220
2011,5,13,282,KSC Lokeren,5,1,1,3,3,5,-2,111,331,1111
2011,5,14,30,Lierse SK,5,0,3,2,3,5,-2,003,223,0003
2011,5,15,373,Sint-Truidense VV,5,0,1,4,6,15,-9,001,441,0001
2011,5,16,2024,KVC Westerlo,5,0,1,4,4,14,-10,001,441,0001
2011,6,1,7,KAA Gent,6,4,1,1,12,7,5,441,111,4441
2011,6,2,12,Cercle Brugge,6,4,1,1,10,7,3,441,111,4441
2011,6,3,3,Club Brugge,6,3,3,0,13,6,7,333,003,3333
2011,6,4,35,RSC Anderlecht,6,3,2,1,10,6,4,332,112,3332
2011,6,5,16,Standard Luik,6,3,2,1,10,7,3,332,112,3332
2011,6,6,25,KV Mechelen,6,3,1,2,8,8,0,331,221,3331
2011,6,7,44,RAEC Mons,6,2,3,1,12,10,2,223,113,2223
2011,6,8,322,KRC Genk,6,2,3,1,11,9,2,223,113,2223
2011,6,9,18,Oud-Heverlee Leuven,6,3,0,3,8,7,1,330,330,3330
2011,6,10,19,KV Kortrijk,6,2,2,2,8,6,2,222,222,2222
2011,6,11,13,Beerschot,6,1,3,2,9,10,-1,113,223,1113
2011,6,12,5381,SV Zulte Waregem,6,1,3,2,7,10,-3,113,223,1113
2011,6,13,282,KSC Lokeren,6,1,2,3,4,6,-2,112,332,1112
2011,6,14,30,Lierse SK,6,0,4,2,4,6,-2,004,224,0004
2011,6,15,373,Sint-Truidense VV,6,0,1,5,9,19,-10,001,551,0001
2011,6,16,2024,KVC Westerlo,6,0,1,5,4,15,-11,001,551,0001
2011,7,1,3,Club Brugge,7,4,3,0,15,7,8,443,003,4443
2011,7,2,35,RSC Anderlecht,7,4,2,1,11,6,5,442,112,4442
2011,7,3,12,Cercle Brugge,7,4,2,1,10,7,3,442,112,4442
2011,7,4,7,KAA Gent,7,4,1,2,12,8,4,441,221,4441
2011,7,5,44,RAEC Mons,7,3,3,1,17,11,6,333,113,3333
2011,7,6,322,KRC Genk,7,3,3,1,14,9,5,333,113,3333
2011,7,7,19,KV Kortrijk,7,3,2,2,10,6,4,332,222,3332
2011,7,8,16,Standard Luik,7,3,2,2,10,10,0,332,222,3332
2011,7,9,25,KV Mechelen,7,3,1,3,9,13,-4,331,331,3331
2011,7,10,13,Beerschot,7,2,3,2,11,10,1,223,223,2223
2011,7,11,18,Oud-Heverlee Leuven,7,3,0,4,8,9,-1,330,440,3330
2011,7,12,5381,SV Zulte Waregem,7,1,3,3,7,12,-5,113,333,1113
2011,7,13,30,Lierse SK,7,0,5,2,4,6,-2,005,225,0005
2011,7,14,282,KSC Lokeren,7,1,2,4,5,8,-3,112,442,1112
2011,7,15,2024,KVC Westerlo,7,1,1,5,6,15,-9,111,551,1111
2011,7,16,373,Sint-Truidense VV,7,0,1,6,9,21,-12,001,661,0001
2011,8,1,3,Club Brugge,8,5,3,0,17,8,9,553,003,5553
2011,8,2,35,RSC Anderlecht,8,5,2,1,14,8,6,552,112,5552
2011,8,3,7,KAA Gent,8,5,1,2,16,11,5,551,221,5551
2011,8,4,12,Cercle Brugge,8,4,3,1,10,7,3,443,113,4443
2011,8,5,322,KRC Genk,8,3,4,1,15,10,5,334,114,3334
2011,8,6,44,RAEC Mons,8,3,3,2,18,13,5,333,223,3333
2011,8,7,16,Standard Luik,8,3,3,2,10,10,0,333,223,3333
2011,8,8,19,KV Kortrijk,8,3,2,3,10,7,3,332,332,3332
2011,8,9,18,Oud-Heverlee Leuven,8,3,1,4,9,10,-1,331,441,3331
2011,8,10,25,KV Mechelen,8,3,1,4,9,15,-6,331,441,3331
2011,8,11,13,Beerschot,8,2,3,3,13,13,0,223,333,2223
2011,8,12,5381,SV Zulte Waregem,8,2,3,3,8,12,-4,223,333,2223
2011,8,13,282,KSC Lokeren,8,2,2,4,7,8,-1,222,442,2222
2011,8,14,30,Lierse SK,8,0,6,2,4,6,-2,006,226,0006
2011,8,15,2024,KVC Westerlo,8,1,2,5,6,15,-9,112,552,1112
2011,8,16,373,Sint-Truidense VV,8,0,1,7,12,25,-13,001,771,0001
2011,9,1,35,RSC Anderlecht,9,6,2,1,15,8,7,662,112,6662
2011,9,2,7,KAA Gent,9,6,1,2,22,12,10,661,221,6661
2011,9,3,3,Club Brugge,9,5,4,0,18,9,9,554,004,5554
2011,9,4,12,Cercle Brugge,9,4,4,1,12,9,3,444,114,4444
2011,9,5,16,Standard Luik,9,4,3,2,12,10,2,443,223,4443
2011,9,6,19,KV Kortrijk,9,4,2,3,11,7,4,442,332,4442
2011,9,7,44,RAEC Mons,9,3,4,2,21,16,5,334,224,3334
2011,9,8,322,KRC Genk,9,3,4,2,15,11,4,334,224,3334
2011,9,9,13,Beerschot,9,2,4,3,14,14,0,224,334,2224
2011,9,10,5381,SV Zulte Waregem,9,2,4,3,9,13,-4,224,334,2224
2011,9,11,18,Oud-Heverlee Leuven,9,3,1,5,10,16,-6,331,551,3331
2011,9,12,25,KV Mechelen,9,3,1,5,9,16,-7,331,551,3331
2011,9,13,282,KSC Lokeren,9,2,3,4,10,11,-1,223,443,2223
2011,9,14,30,Lierse SK,9,0,6,3,4,8,-4,006,336,0006
2011,9,15,2024,KVC Westerlo,9,1,3,5,7,16,-9,113,553,1113
2011,9,16,373,Sint-Truidense VV,9,0,2,7,14,27,-13,002,772,0002
2011,10,1,35,RSC Anderlecht,10,7,2,1,20,8,12,772,112,7772
2011,10,2,3,Club Brugge,10,6,4,0,20,9,11,664,004,6664
2011,10,3,7,KAA Gent,10,6,1,3,22,14,8,661,331,6661
2011,10,4,12,Cercle Brugge,10,5,4,1,14,10,4,554,114,5554
2011,10,5,44,RAEC Mons,10,4,4,2,24,17,7,444,224,4444
2011,10,6,16,Standard Luik,10,4,3,3,12,15,-3,443,333,4443
2011,10,7,19,KV Kortrijk,10,4,2,4,12,10,2,442,442,4442
2011,10,8,13,Beerschot,10,3,4,3,18,16,2,334,334,3334
2011,10,9,322,KRC Genk,10,3,4,3,16,14,2,334,334,3334
2011,10,10,282,KSC Lokeren,10,3,3,4,13,12,1,333,443,3333
2011,10,11,18,Oud-Heverlee Leuven,10,3,2,5,11,17,-6,332,552,3332
2011,10,12,5381,SV Zulte Waregem,10,2,4,4,10,15,-5,224,444,2224
2011,10,13,25,KV Mechelen,10,3,1,6,10,18,-8,331,661,3331
2011,10,14,30,Lierse SK,10,1,6,3,6,9,-3,116,336,1116
2011,10,15,2024,KVC Westerlo,10,1,4,5,8,17,-9,114,554,1114
2011,10,16,373,Sint-Truidense VV,10,0,2,8,16,31,-15,002,882,0002
2011,11,1,35,RSC Anderlecht,11,8,2,1,22,9,13,882,112,8882
2011,11,2,7,KAA Gent,11,7,1,3,25,15,10,771,331,7771
2011,11,3,3,Club Brugge,11,6,4,1,21,11,10,664,114,6664
2011,11,4,12,Cercle Brugge,11,6,4,1,16,10,6,664,114,6664
2011,11,5,16,Standard Luik,11,5,3,3,13,15,-2,553,333,5553
2011,11,6,19,KV Kortrijk,11,5,2,4,14,11,3,552,442,5552
2011,11,7,44,RAEC Mons,11,4,4,3,24,19,5,444,334,4444
2011,11,8,322,KRC Genk,11,4,4,3,18,14,4,444,334,4444
2011,11,9,13,Beerschot,11,3,5,3,20,18,2,335,335,3335
2011,11,10,282,KSC Lokeren,11,3,3,5,14,15,-1,333,553,3333
2011,11,11,25,KV Mechelen,11,3,2,6,12,20,-8,332,662,3332
2011,11,12,18,Oud-Heverlee Leuven,11,3,2,6,11,19,-8,332,662,3332
2011,11,13,5381,SV Zulte Waregem,11,2,4,5,10,16,-6,224,554,2224
2011,11,14,30,Lierse SK,11,1,6,4,6,11,-5,116,446,1116
2011,11,15,2024,KVC Westerlo,11,1,4,6,9,19,-10,114,664,1114
2011,11,16,373,Sint-Truidense VV,11,1,2,8,18,31,-13,112,882,1112
2011,12,1,35,RSC Anderlecht,12,9,2,1,26,9,17,992,112,9992
2011,12,2,7,KAA Gent,12,7,2,3,26,16,10,772,332,7772
2011,12,3,12,Cercle Brugge,12,6,5,1,17,11,6,665,115,6665
2011,12,4,3,Club Brugge,12,6,4,2,25,16,9,664,224,6664
2011,12,5,19,KV Kortrijk,12,6,2,4,18,12,6,662,442,6662
2011,12,6,322,KRC Genk,12,5,4,3,23,18,5,554,334,5554
2011,12,7,16,Standard Luik,12,5,4,3,14,16,-2,554,334,5554
2011,12,8,44,RAEC Mons,12,4,5,3,25,20,5,445,335,4445
2011,12,9,13,Beerschot,12,3,5,4,22,21,1,335,445,3335
2011,12,10,18,Oud-Heverlee Leuven,12,4,2,6,14,21,-7,442,662,4442
2011,12,11,25,KV Mechelen,12,4,2,6,13,20,-7,442,662,4442
2011,12,12,282,KSC Lokeren,12,3,3,6,15,19,-4,333,663,3333
2011,12,13,5381,SV Zulte Waregem,12,2,5,5,11,17,-6,225,555,2225
2011,12,14,30,Lierse SK,12,1,6,5,6,15,-9,116,556,1116
2011,12,15,2024,KVC Westerlo,12,1,4,7,9,20,-11,114,774,1114
2011,12,16,373,Sint-Truidense VV,12,1,3,8,19,32,-13,113,883,1113
2011,13,1,35,RSC Anderlecht,13,9,2,2,26,10,16,992,222,9992
2011,13,2,7,KAA Gent,13,8,2,3,32,18,14,882,332,8882
2011,13,3,12,Cercle Brugge,13,7,5,1,18,11,7,775,115,7775
2011,13,4,3,Club Brugge,13,6,4,3,26,18,8,664,334,6664
2011,13,5,16,Standard Luik,13,6,4,3,16,17,-1,664,334,6664
2011,13,6,19,KV Kortrijk,13,6,3,4,20,14,6,663,443,6663
2011,13,7,322,KRC Genk,13,5,5,3,25,20,5,555,335,5555
2011,13,8,44,RAEC Mons,13,4,5,4,25,22,3,445,445,4445
2011,13,9,13,Beerschot,13,4,5,4,24,21,3,445,445,4445
2011,13,10,282,KSC Lokeren,13,4,3,6,19,21,-2,443,663,4443
2011,13,11,18,Oud-Heverlee Leuven,13,4,2,7,15,24,-9,442,772,4442
2011,13,12,25,KV Mechelen,13,4,2,7,15,26,-11,442,772,4442
2011,13,13,5381,SV Zulte Waregem,13,2,6,5,11,17,-6,226,556,2226
2011,13,14,30,Lierse SK,13,2,6,5,9,16,-7,226,556,2226
2011,13,15,373,Sint-Truidense VV,13,1,4,8,19,32,-13,114,884,1114
2011,13,16,2024,KVC Westerlo,13,1,4,8,11,24,-13,114,884,1114
2011,14,1,35,RSC Anderlecht,14,10,2,2,29,11,18,10102,222,1010102
2011,14,2,7,KAA Gent,14,9,2,3,36,18,18,992,332,9992
2011,14,3,12,Cercle Brugge,14,7,5,2,18,12,6,775,225,7775
2011,14,4,3,Club Brugge,14,7,4,3,27,18,9,774,334,7774
2011,14,5,16,Standard Luik,14,7,4,3,19,18,1,774,334,7774
2011,14,6,322,KRC Genk,14,6,5,3,28,20,8,665,335,6665
2011,14,7,19,KV Kortrijk,14,6,3,5,20,18,2,663,553,6663
2011,14,8,44,RAEC Mons,14,5,5,4,27,23,4,555,445,5555
2011,14,9,13,Beerschot,14,4,6,4,25,22,3,446,446,4446
2011,14,10,282,KSC Lokeren,14,4,4,6,20,22,-2,444,664,4444
2011,14,11,25,KV Mechelen,14,4,3,7,16,27,-11,443,773,4443
2011,14,12,18,Oud-Heverlee Leuven,14,4,2,8,16,27,-11,442,882,4442
2011,14,13,5381,SV Zulte Waregem,14,2,7,5,12,18,-6,227,557,2227
2011,14,14,30,Lierse SK,14,2,6,6,10,18,-8,226,666,2226
2011,14,15,373,Sint-Truidense VV,14,1,4,9,20,35,-15,114,994,1114
2011,14,16,2024,KVC Westerlo,14,1,4,9,11,27,-16,114,994,1114
2011,15,1,35,RSC Anderlecht,15,11,2,2,32,13,19,11112,222,1111112
2011,15,2,7,KAA Gent,15,10,2,3,38,18,20,10102,332,1010102
2011,15,3,3,Club Brugge,15,8,4,3,28,18,10,884,334,8884
2011,15,4,16,Standard Luik,15,8,4,3,22,20,2,884,334,8884
2011,15,5,12,Cercle Brugge,15,7,6,2,19,13,6,776,226,7776
2011,15,6,19,KV Kortrijk,15,7,3,5,21,18,3,773,553,7773
2011,15,7,322,KRC Genk,15,6,5,4,28,22,6,665,445,6665
2011,15,8,44,RAEC Mons,15,5,5,5,28,25,3,555,555,5555
2011,15,9,13,Beerschot,15,4,6,5,25,23,2,446,556,4446
2011,15,10,282,KSC Lokeren,15,4,5,6,21,23,-2,445,665,4445
2011,15,11,25,KV Mechelen,15,4,3,8,18,30,-12,443,883,4443
2011,15,12,18,Oud-Heverlee Leuven,15,4,2,9,17,29,-12,442,992,4442
2011,15,13,5381,SV Zulte Waregem,15,2,7,6,14,21,-7,227,667,2227
2011,15,14,30,Lierse SK,15,2,6,7,10,19,-9,226,776,2226
2011,15,15,373,Sint-Truidense VV,15,2,4,9,22,36,-14,224,994,2224
2011,15,16,2024,KVC Westerlo,15,2,4,9,13,28,-15,224,994,2224
2011,16,1,35,RSC Anderlecht,16,11,3,2,32,13,19,11113,223,1111113
2011,16,2,7,KAA Gent,16,10,3,3,38,18,20,10103,333,1010103
2011,16,3,3,Club Brugge,16,9,4,3,29,18,11,994,334,9994
2011,16,4,16,Standard Luik,16,8,5,3,22,20,2,885,335,8885
2011,16,5,12,Cercle Brugge,16,7,6,3,20,15,5,776,336,7776
2011,16,6,19,KV Kortrijk,16,8,3,5,23,19,4,883,553,8883
2011,16,7,44,RAEC Mons,16,6,5,5,31,27,4,665,555,6665
2011,16,8,322,KRC Genk,16,6,5,5,28,24,4,665,555,6665
2011,16,9,13,Beerschot,16,5,6,5,27,23,4,556,556,5556
2011,16,10,282,KSC Lokeren,16,4,6,6,22,24,-2,446,666,4446
2011,16,11,25,KV Mechelen,16,4,4,8,20,32,-12,444,884,4444
2011,16,12,18,Oud-Heverlee Leuven,16,4,3,9,17,29,-12,443,993,4443
2011,16,13,5381,SV Zulte Waregem,16,2,8,6,15,22,-7,228,668,2228
2011,16,14,30,Lierse SK,16,2,7,7,12,21,-9,227,777,2227
2011,16,15,373,Sint-Truidense VV,16,2,4,10,24,39,-15,224,10104,2224
2011,16,16,2024,KVC Westerlo,16,2,4,10,13,29,-16,224,10104,2224
2011,17,1,35,RSC Anderlecht,17,11,3,3,33,15,18,11113,333,1111113
2011,17,2,3,Club Brugge,17,10,4,3,30,18,12,10104,334,1010104
2011,17,3,7,KAA Gent,17,10,3,4,38,19,19,10103,443,1010103
2011,17,4,12,Cercle Brugge,17,8,6,3,22,15,7,886,336,8886
2011,17,5,19,KV Kortrijk,17,9,3,5,24,19,5,993,553,9993
2011,17,6,16,Standard Luik,17,8,6,3,23,21,2,886,336,8886
2011,17,7,322,KRC Genk,17,7,5,5,32,24,8,775,555,7775
2011,17,8,13,Beerschot,17,6,6,5,28,23,5,666,556,6666
2011,17,9,44,RAEC Mons,17,6,5,6,31,29,2,665,665,6665
2011,17,10,282,KSC Lokeren,17,4,7,6,23,25,-2,447,667,4447
2011,17,11,25,KV Mechelen,17,5,4,8,22,33,-11,554,884,5554
2011,17,12,18,Oud-Heverlee Leuven,17,4,4,9,19,31,-12,444,994,4444
2011,17,13,5381,SV Zulte Waregem,17,2,9,6,17,24,-7,229,669,2229
2011,17,14,30,Lierse SK,17,2,7,8,12,25,-13,227,887,2227
2011,17,15,373,Sint-Truidense VV,17,2,4,11,24,40,-16,224,11114,2224
2011,17,16,2024,KVC Westerlo,17,2,4,11,13,30,-17,224,11114,2224
2011,18,1,35,RSC Anderlecht,18,12,3,3,36,17,19,12123,333,1212123
2011,18,2,7,KAA Gent,18,11,3,4,39,19,20,11113,443,1111113
2011,18,3,3,Club Brugge,18,10,4,4,31,21,10,10104,444,1010104
2011,18,4,16,Standard Luik,18,8,7,3,23,21,2,887,337,8887
2011,18,5,12,Cercle Brugge,18,8,6,4,22,16,6,886,446,8886
2011,18,6,19,KV Kortrijk,18,9,3,6,24,21,3,993,663,9993
2011,18,7,322,KRC Genk,18,7,6,5,32,24,8,776,556,7776
2011,18,8,44,RAEC Mons,18,7,5,6,34,31,3,775,665,7775
2011,18,9,13,Beerschot,18,6,6,6,29,26,3,666,666,6666
2011,18,10,25,KV Mechelen,18,5,5,8,22,33,-11,555,885,5555
2011,18,11,282,KSC Lokeren,18,4,7,7,25,28,-3,447,777,4447
2011,18,12,18,Oud-Heverlee Leuven,18,5,4,9,22,32,-10,554,994,5554
2011,18,13,30,Lierse SK,18,3,7,8,14,25,-11,337,887,3337
2011,18,14,5381,SV Zulte Waregem,18,2,9,7,19,27,-8,229,779,2229
2011,18,15,2024,KVC Westerlo,18,3,4,11,16,31,-15,334,11114,3334
2011,18,16,373,Sint-Truidense VV,18,2,5,11,24,40,-16,225,11115,2225
2011,19,1,35,RSC Anderlecht,19,12,4,3,37,18,19,12124,334,1212124
2011,19,2,7,KAA Gent,19,12,3,4,42,20,22,12123,443,1212123
2011,19,3,3,Club Brugge,19,11,4,4,32,21,11,11114,444,1111114
2011,19,4,19,KV Kortrijk,19,10,3,6,26,21,5,10103,663,1010103
2011,19,5,16,Standard Luik,19,8,7,4,23,23,0,887,447,8887
2011,19,6,322,KRC Genk,19,8,6,5,36,26,10,886,556,8886
2011,19,7,12,Cercle Brugge,19,8,6,5,24,20,4,886,556,8886
2011,19,8,44,RAEC Mons,19,7,6,6,35,32,3,776,666,7776
2011,19,9,13,Beerschot,19,6,7,6,29,26,3,667,667,6667
2011,19,10,25,KV Mechelen,19,5,6,8,24,35,-11,556,886,5556
2011,19,11,282,KSC Lokeren,19,4,8,7,25,28,-3,448,778,4448
2011,19,12,18,Oud-Heverlee Leuven,19,5,5,9,24,34,-10,555,995,5555
2011,19,13,30,Lierse SK,19,3,8,8,14,25,-11,338,888,3338
2011,19,14,5381,SV Zulte Waregem,19,2,9,8,19,28,-9,229,889,2229
2011,19,15,2024,KVC Westerlo,19,3,4,12,17,34,-17,334,12124,3334
2011,19,16,373,Sint-Truidense VV,19,2,6,11,24,40,-16,226,11116,2226
2011,20,1,35,RSC Anderlecht,20,13,4,3,40,18,22,13134,334,1313134
2011,20,2,7,KAA Gent,20,12,3,5,43,22,21,12123,553,1212123
2011,20,3,3,Club Brugge,20,11,4,5,32,24,8,11114,554,1111114
2011,20,4,16,Standard Luik,20,9,7,4,29,24,5,997,447,9997
2011,20,5,19,KV Kortrijk,20,10,4,6,26,21,5,10104,664,1010104
2011,20,6,12,Cercle Brugge,20,9,6,5,27,21,6,996,556,9996
2011,20,7,322,KRC Genk,20,8,7,5,37,27,10,887,557,8887
2011,20,8,44,RAEC Mons,20,7,6,7,36,36,0,776,776,7776
2011,20,9,13,Beerschot,20,6,7,7,30,32,-2,667,777,6667
2011,20,10,25,KV Mechelen,20,6,6,8,28,36,-8,666,886,6666
2011,20,11,282,KSC Lokeren,20,4,9,7,26,29,-3,449,779,4449
2011,20,12,18,Oud-Heverlee Leuven,20,5,6,9,25,35,-10,556,996,5556
2011,20,13,30,Lierse SK,20,4,8,8,16,26,-10,448,888,4448
2011,20,14,5381,SV Zulte Waregem,20,2,10,8,20,29,-9,2210,8810,22210
2011,20,15,373,Sint-Truidense VV,20,2,7,11,24,40,-16,227,11117,2227
2011,20,16,2024,KVC Westerlo,20,3,4,13,18,37,-19,334,13134,3334
2011,21,1,35,RSC Anderlecht,21,14,4,3,41,18,23,14144,334,1414144
2011,21,2,7,KAA Gent,21,12,4,5,43,22,21,12124,554,1212124
2011,21,3,3,Club Brugge,21,11,4,6,32,25,7,11114,664,1111114
2011,21,4,16,Standard Luik,21,9,8,4,29,24,5,998,448,9998
2011,21,5,322,KRC Genk,21,9,7,5,39,28,11,997,557,9997
2011,21,6,19,KV Kortrijk,21,10,4,7,26,22,4,10104,774,1010104
2011,21,7,12,Cercle Brugge,21,9,6,6,27,25,2,996,666,9996
2011,21,8,13,Beerschot,21,7,7,7,34,32,2,777,777,7777
2011,21,9,44,RAEC Mons,21,7,7,7,38,38,0,777,777,7777
2011,21,10,25,KV Mechelen,21,7,6,8,29,36,-7,776,886,7776
2011,21,11,282,KSC Lokeren,21,5,9,7,28,29,-1,559,779,5559
2011,21,12,18,Oud-Heverlee Leuven,21,5,7,9,27,37,-10,557,997,5557
2011,21,13,30,Lierse SK,21,4,8,9,16,28,-12,448,998,4448
2011,21,14,5381,SV Zulte Waregem,21,2,11,8,20,29,-9,2211,8811,22211
2011,21,15,2024,KVC Westerlo,21,3,5,13,18,37,-19,335,13135,3335
2011,21,16,373,Sint-Truidense VV,21,2,7,12,25,42,-17,227,12127,2227
2011,22,1,35,RSC Anderlecht,22,15,4,3,44,19,25,15154,334,1515154
2011,22,2,7,KAA Gent,22,12,4,6,44,25,19,12124,664,1212124
2011,22,3,3,Club Brugge,22,12,4,6,35,25,10,12124,664,1212124
2011,22,4,16,Standard Luik,22,10,8,4,31,25,6,10108,448,1010108
2011,22,5,19,KV Kortrijk,22,11,4,7,28,22,6,11114,774,1111114
2011,22,6,322,KRC Genk,22,9,7,6,41,31,10,997,667,9997
2011,22,7,12,Cercle Brugge,22,9,7,6,29,27,2,997,667,9997
2011,22,8,25,KV Mechelen,22,8,6,8,32,38,-6,886,886,8886
2011,22,9,13,Beerschot,22,7,7,8,34,33,1,777,887,7777
2011,22,10,44,RAEC Mons,22,7,7,8,39,40,-1,777,887,7777
2011,22,11,282,KSC Lokeren,22,5,9,8,28,32,-4,559,889,5559
2011,22,12,18,Oud-Heverlee Leuven,22,5,7,10,27,39,-12,557,10107,5557
2011,22,13,30,Lierse SK,22,4,9,9,18,30,-12,449,999,4449
2011,22,14,5381,SV Zulte Waregem,22,3,11,8,21,29,-8,3311,8811,33311
2011,22,15,2024,KVC Westerlo,22,4,5,13,21,37,-16,445,13135,4445
2011,22,16,373,Sint-Truidense VV,22,2,7,13,25,45,-20,227,13137,2227
2011,23,1,35,RSC Anderlecht,23,15,5,3,44,19,25,15155,335,1515155
2011,23,2,7,KAA Gent,23,13,4,6,50,25,25,13134,664,1313134
2011,23,3,3,Club Brugge,23,13,4,6,37,25,12,13134,664,1313134
2011,23,4,16,Standard Luik,23,11,8,4,32,25,7,11118,448,1111118
2011,23,5,19,KV Kortrijk,23,11,5,7,28,22,6,11115,775,1111115
2011,23,6,322,KRC Genk,23,10,7,6,46,31,15,10107,667,1010107
2011,23,7,12,Cercle Brugge,23,9,7,7,29,28,1,997,777,9997
2011,23,8,25,KV Mechelen,23,8,6,9,34,41,-7,886,996,8886
2011,23,9,13,Beerschot,23,7,8,8,34,33,1,778,888,7778
2011,23,10,44,RAEC Mons,23,7,7,9,39,42,-3,777,997,7777
2011,23,11,282,KSC Lokeren,23,6,9,8,31,34,-3,669,889,6669
2011,23,12,30,Lierse SK,23,5,9,9,20,30,-10,559,999,5559
2011,23,13,18,Oud-Heverlee Leuven,23,5,7,11,27,44,-17,557,11117,5557
2011,23,14,5381,SV Zulte Waregem,23,3,12,8,21,29,-8,3312,8812,33312
2011,23,15,2024,KVC Westerlo,23,4,5,14,21,39,-18,445,14145,4445
2011,23,16,373,Sint-Truidense VV,23,2,7,14,25,51,-26,227,14147,2227
2011,24,1,35,RSC Anderlecht,24,16,5,3,48,21,27,16165,335,1616165
2011,24,2,7,KAA Gent,24,14,4,6,53,27,26,14144,664,1414144
2011,24,3,3,Club Brugge,24,14,4,6,42,26,16,14144,664,1414144
2011,24,4,16,Standard Luik,24,12,8,4,34,25,9,12128,448,1212128
2011,24,5,19,KV Kortrijk,24,11,6,7,28,22,6,11116,776,1111116
