ID,Startjaar,Eindjaar,Datum,Tijd,Thuisploeg,Score,Uitploeg
514,2003,2004,23/03,20:00,Anderlecht,6-0,KBHZ
515,2003,2004,24/03,20:00,Antwerp,3-1,Moeskroen
516,2003,2004,03/04,18:00,Anderlecht,0-0,Moeskroen
517,2003,2004,03/04,20:00,Beveren,0-2,Standard
518,2003,2004,03/04,20:00,STVV,1-2,Bergen
519,2003,2004,03/04,20:00,Westerlo,3-1,Germinal Beerschot
520,2003,2004,03/04,20:00,Club Brugge,2-1,Sporting Lokeren
521,2003,2004,03/04,20:00,KAA Gent,1-1,Lierse SK
522,2003,2004,03/04,20:00,Antwerp,3-1,KRC Genk
523,2003,2004,04/04,15:00,KBHZ,3-1,Charleroi
524,2003,2004,04/04,15:00,La Louvière,2-0,Cercle Brugge
525,2003,2004,09/04,20:30,Standard,1-1,Anderlecht
526,2003,2004,09/04,20:30,KRC Genk,1-0,KAA Gent
527,2003,2004,10/04,20:00,Lierse SK,1-1,STVV
528,2003,2004,10/04,20:00,Bergen,2-2,Beveren
529,2003,2004,10/04,20:00,Germinal Beerschot,1-3,KBHZ
530,2003,2004,10/04,20:00,Sporting Lokeren,2-0,La Louvière
531,2003,2004,11/04,15:00,Moeskroen,3-2,Westerlo
532,2003,2004,11/04,15:00,Cercle Brugge,1-2,Antwerp
533,2003,2004,12/04,20:00,Charleroi,1-1,Club Brugge
534,2003,2004,16/04,20:30,Anderlecht,4-1,Bergen
535,2003,2004,17/04,20:00,Beveren,0-1,Lierse SK
536,2003,2004,17/04,20:00,STVV,0-3,KRC Genk
537,2003,2004,17/04,20:00,KAA Gent,1-1,Cercle Brugge
538,2003,2004,17/04,20:00,Antwerp,1-3,La Louvière
539,2003,2004,17/04,20:00,Charleroi,1-2,Sporting Lokeren
540,2003,2004,18/04,15:00,KBHZ,1-1,Moeskroen
541,2003,2004,18/04,15:00,Club Brugge,2-1,Germinal Beerschot
542,2003,2004,18/04,20:00,Westerlo,2-4,Standard
543,2003,2004,23/04,20:30,Moeskroen,1-1,Club Brugge
544,2003,2004,24/04,18:00,Lierse SK,1-1,Anderlecht
545,2003,2004,24/04,20:00,Cercle Brugge,2-1,STVV
546,2003,2004,24/04,20:00,KRC Genk,1-0,Beveren
547,2003,2004,24/04,20:00,Bergen,0-0,Westerlo
548,2003,2004,24/04,20:00,Standard,4-1,KBHZ
549,2003,2004,24/04,20:00,Germinal Beerschot,3-1,Charleroi
550,2003,2004,25/04,15:00,Sporting Lokeren,3-0,Antwerp
551,2003,2004,25/04,20:00,La Louvière,2-2,KAA Gent
552,2003,2004,30/04,20:30,Germinal Beerschot,2-1,Sporting Lokeren
553,2003,2004,01/05,18:00,Club Brugge,1-0,Standard
554,2003,2004,01/05,20:00,Charleroi,1-0,Moeskroen
555,2003,2004,01/05,20:00,Westerlo,2-1,Lierse SK
556,2003,2004,01/05,20:00,KAA Gent,1-1,Antwerp
557,2003,2004,02/05,15:00,KBHZ,2-0,Bergen
558,2003,2004,02/05,15:00,Beveren,1-1,Cercle Brugge
559,2003,2004,02/05,15:00,STVV,1-2,La Louvière
560,2003,2004,02/05,20:00,Anderlecht,2-1,KRC Genk
561,2003,2004,08/05,20:00,Antwerp,1-2,STVV
562,2003,2004,08/05,20:00,La Louvière,3-2,Beveren
563,2003,2004,08/05,20:00,Cercle Brugge,0-2,Anderlecht
564,2003,2004,08/05,20:00,KRC Genk,1-0,Westerlo
565,2003,2004,08/05,20:00,Lierse SK,4-0,KBHZ
566,2003,2004,08/05,20:00,Bergen,0-9,Club Brugge
567,2003,2004,08/05,20:00,Standard,1-1,Charleroi
568,2003,2004,08/05,20:00,Moeskroen,3-2,Germinal Beerschot
569,2003,2004,08/05,20:00,KAA Gent,1-1,Sporting Lokeren
570,2003,2004,14/05,20:30,Germinal Beerschot,1-2,Standard
571,2003,2004,15/05,20:00,Sporting Lokeren,1-1,Moeskroen
572,2003,2004,15/05,20:00,Charleroi,1-0,Bergen
573,2003,2004,15/05,20:00,Club Brugge,3-0,Lierse SK
574,2003,2004,15/05,20:00,KBHZ,2-3,KRC Genk
575,2003,2004,15/05,20:00,Westerlo,1-1,Cercle Brugge
576,2003,2004,15/05,20:00,Anderlecht,1-1,La Louvière
577,2003,2004,15/05,20:00,Beveren,5-2,Antwerp
578,2003,2004,15/05,20:00,STVV,0-2,KAA Gent
579,2004,2005,07/08,18:00,Beveren,1-1,Club Brugge
580,2004,2005,07/08,20:00,STVV,0-0,Bergen
581,2004,2005,07/08,20:00,KAA Gent,5-0 FF,Germinal Beerschot
582,2004,2005,07/08,20:00,Cercle Brugge,2-2,Sporting Lokeren
583,2004,2005,07/08,20:00,RWDM,0-1,KRC Genk
584,2004,2005,07/08,20:00,Lierse SK,1-1,Standard
585,2004,2005,08/08,15:00,KV Oostende,3-3,Westerlo
586,2004,2005,08/08,15:00,Charleroi,2-5,La Louvière
587,2004,2005,13/08,20:30,Standard,1-2,Charleroi
588,2004,2005,14/08,20:00,Anderlecht,2-1,STVV
589,2004,2005,14/08,20:00,KRC Genk,0-0,Moeskroen
590,2004,2005,14/08,20:00,Sporting Lokeren,1-0,RWDM
591,2004,2005,14/08,20:00,La Louvière,2-1,Cercle Brugge
592,2004,2005,14/08,20:00,Westerlo,2-1,Lierse SK
593,2004,2005,15/08,15:00,Germinal Beerschot,4-0,KV Oostende
594,2004,2005,15/08,15:00,Bergen,2-2,Beveren
595,2004,2005,15/08,20:00,Club Brugge,5-0,KAA Gent
596,2004,2005,21/08,15:00,Beveren,0-1,Anderlecht
597,2004,2005,21/08,20:00,KAA Gent,2-1,Bergen
598,2004,2005,21/08,20:00,KV Oostende,1-2,Club Brugge
599,2004,2005,21/08,20:00,Lierse SK,2-0,Germinal Beerschot
600,2004,2005,21/08,20:00,Charleroi,0-1,Westerlo
601,2004,2005,21/08,20:00,Moeskroen,4-0,STVV
602,2004,2005,22/08,15:00,RWDM,1-1,La Louvière
603,2004,2005,22/08,15:00,Cercle Brugge,1-3,Standard
604,2004,2005,22/08,20:00,KRC Genk,2-1,Sporting Lokeren
605,2004,2005,27/08,20:30,La Louvière,2-0,KRC Genk
606,2004,2005,28/08,20:00,Anderlecht,2-0,KAA Gent
607,2004,2005,28/08,20:00,Sporting Lokeren,1-1,Moeskroen
608,2004,2005,28/08,20:00,Westerlo,1-2,Cercle Brugge
609,2004,2005,28/08,20:00,Club Brugge,1-0,Lierse SK
610,2004,2005,28/08,20:00,Bergen,2-0,KV Oostende
611,2004,2005,28/08,20:00,Standard,1-3,RWDM
612,2004,2005,29/08,15:00,STVV,0-1,Beveren
613,2004,2005,29/08,15:00,Germinal Beerschot,0-1,Charleroi
614,2004,2005,11/09,20:00,RWDM,0-1,Westerlo
615,2004,2005,11/09,20:00,KAA Gent,2-1,STVV
616,2004,2005,11/09,20:00,Lierse SK,4-1,Bergen
617,2004,2005,11/09,20:00,Charleroi,0-1,Club Brugge
618,2004,2005,11/09,20:00,KV Oostende,1-3,Anderlecht
619,2004,2005,12/09,15:00,Cercle Brugge,2-1,Germinal Beerschot
620,2004,2005,12/09,15:00,Sporting Lokeren,1-0,La Louvière
621,2004,2005,12/09,15:00,Moeskroen,1-0,Beveren
622,2004,2005,12/09,20:30,KRC Genk,1-1,Standard
623,2004,2005,17/09,20:00,La Louvière,3-1,Moeskroen
624,2004,2005,18/09,20:00,Anderlecht,5-1,Lierse SK
625,2004,2005,18/09,20:00,STVV,0-0,KV Oostende
626,2004,2005,18/09,20:00,Westerlo,0-0,KRC Genk
627,2004,2005,18/09,20:00,Bergen,0-1,Charleroi
628,2004,2005,18/09,20:00,Germinal Beerschot,2-0,RWDM
629,2004,2005,19/09,13:00,Standard,1-0,Sporting Lokeren
630,2004,2005,19/09,15:00,Beveren,1-2,KAA Gent
631,2004,2005,19/09,20:00,Club Brugge,5-0,Cercle Brugge
632,2004,2005,24/09,20:30,RWDM,1-6,Club Brugge
633,2004,2005,24/09,20:30,Charleroi,2-1,Anderlecht
634,2004,2005,25/09,20:00,Sporting Lokeren,3-1,Westerlo
635,2004,2005,25/09,20:00,La Louvière,0-1,Standard
636,2004,2005,25/09,20:00,KV Oostende,1-1,Beveren
637,2004,2005,25/09,20:00,Cercle Brugge,2-0,Bergen
638,2004,2005,25/09,20:00,Moeskroen,0-2,KAA Gent
639,2004,2005,26/09,15:00,KRC Genk,2-1,Germinal Beerschot
640,2004,2005,26/09,15:00,Lierse SK,0-1,STVV
641,2004,2005,02/10,20:00,Anderlecht,5-2,Cercle Brugge
642,2004,2005,02/10,20:00,STVV,2-2,Charleroi
643,2004,2005,02/10,20:00,KAA Gent,2-1,KV Oostende
644,2004,2005,02/10,20:00,Germinal Beerschot,1-2,Sporting Lokeren
645,2004,2005,02/10,20:00,Bergen,1-2,RWDM
646,2004,2005,03/10,15:00,Beveren,2-1,Lierse SK
647,2004,2005,03/10,15:00,Standard,2-0,Moeskroen
648,2004,2005,03/10,15:00,Westerlo,0-2,La Louvière
649,2004,2005,03/10,20:00,Club Brugge,1-1,KRC Genk
650,2004,2005,15/10,20:30,RWDM,0-1,Anderlecht
651,2004,2005,16/10,20:00,KRC Genk,2-2,Bergen
652,2004,2005,16/10,20:00,Standard,2-0,Westerlo
653,2004,2005,16/10,20:00,Lierse SK,3-2,KAA Gent
654,2004,2005,16/10,20:00,Moeskroen,1-1,KV Oostende
655,2004,2005,17/10,15:00,La Louvière,1-1,Germinal Beerschot
656,2004,2005,17/10,15:00,Cercle Brugge,5-1,STVV
657,2004,2005,17/10,16:00,Charleroi,2-1,Beveren
658,2004,2005,17/10,20:00,Sporting Lokeren,0-2,Club Brugge
659,2004,2005,23/10,20:00,STVV,2-0,RWDM
660,2004,2005,23/10,20:00,KAA Gent,3-1,Charleroi
661,2004,2005,23/10,20:00,Westerlo,0-1,Moeskroen
662,2004,2005,23/10,20:00,Bergen,0-1,Sporting Lokeren
663,2004,2005,24/10,15:00,Beveren,5-1,Cercle Brugge
664,2004,2005,24/10,15:00,KV Oostende,2-3,Lierse SK
665,2004,2005,24/10,19:00,Club Brugge,2-0,La Louvière
666,2004,2005,24/10,20:00,Anderlecht,4-2,KRC Genk
667,2004,2005,24/10,20:00,Germinal Beerschot,1-0,Standard
668,2004,2005,29/10,20:40,Standard,1-4,Club Brugge
669,2004,2005,30/10,18:00,Sporting Lokeren,2-2,Anderlecht
670,2004,2005,30/10,20:00,RWDM,1-3,Beveren
671,2004,2005,30/10,20:00,KRC Genk,1-0,STVV
672,2004,2005,30/10,20:00,La Louvière,4-0,Bergen
673,2004,2005,30/10,20:00,Westerlo,1-0,Germinal Beerschot
674,2004,2005,30/10,20:00,Charleroi,1-0,KV Oostende
675,2004,2005,31/10,15:00,Cercle Brugge,2-1,KAA Gent
676,2004,2005,31/10,15:00,Moeskroen,1-3,Lierse SK
677,2004,2005,05/11,20:30,Club Brugge,2-0,Westerlo
678,2004,2005,06/11,18:00,Anderlecht,2-1,La Louvière
679,2004,2005,06/11,20:00,STVV,2-0,Sporting Lokeren
680,2004,2005,06/11,20:00,Lierse SK,1-1,Charleroi
681,2004,2005,06/11,20:00,Germinal Beerschot,3-1,Moeskroen
682,2004,2005,06/11,20:00,Bergen,2-3,Standard
683,2004,2005,07/11,15:00,KAA Gent,3-0,RWDM
684,2004,2005,07/11,15:00,Beveren,0-2,KRC Genk
685,2004,2005,07/11,15:00,KV Oostende,0-1,Cercle Brugge
686,2004,2005,10/11,20:00,Moeskroen,0-1,Charleroi
687,2004,2005,10/11,20:00,RWDM,2-2,KV Oostende
688,2004,2005,10/11,20:00,KRC Genk,1-1,KAA Gent
689,2004,2005,10/11,20:00,Sporting Lokeren,1-1,Beveren
690,2004,2005,10/11,20:00,La Louvière,1-0,STVV
691,2004,2005,10/11,20:00,Westerlo,2-1,Bergen
692,2004,2005,10/11,20:30,Standard,1-0,Anderlecht
693,2004,2005,10/11,20:30,Cercle Brugge,2-2,Lierse SK
694,2004,2005,10/11,21:00,Germinal Beerschot,0-1,Club Brugge
695,2004,2005,27/11,20:00,Anderlecht,4-0,Westerlo
696,2004,2005,27/11,20:00,Beveren,0-2,La Louvière
697,2004,2005,27/11,20:00,KAA Gent,3-1,Sporting Lokeren
698,2004,2005,27/11,20:00,KV Oostende,1-3,KRC Genk
699,2004,2005,27/11,20:00,Charleroi,5-1,Cercle Brugge
700,2004,2005,28/11,15:00,Lierse SK,5-1,RWDM
701,2004,2005,28/11,15:00,Bergen,0-1,Germinal Beerschot
702,2004,2005,28/11,19:00,Club Brugge,3-0,Moeskroen
703,2004,2005,28/11,20:00,STVV,4-1,Standard
704,2004,2005,03/12,20:30,La Louvière,0-1,KAA Gent
705,2004,2005,03/12,20:30,Moeskroen,6-0,Cercle Brugge
706,2004,2005,04/12,20:00,KRC Genk,3-0,Lierse SK
707,2004,2005,04/12,20:00,Westerlo,2-1,STVV
708,2004,2005,04/12,20:00,Germinal Beerschot,0-1,Anderlecht
709,2004,2005,04/12,20:00,Club Brugge,3-1,Bergen
710,2004,2005,05/12,15:00,RWDM,1-2,Charleroi
711,2004,2005,05/12,15:00,Sporting Lokeren,1-0,KV Oostende
712,2004,2005,05/12,15:00,Standard,3-0,Beveren
713,2004,2005,11/12,18:00,Anderlecht,2-1,Club Brugge
714,2004,2005,11/12,20:00,STVV,1-1,Germinal Beerschot
715,2004,2005,11/12,20:00,Beveren,4-1,Westerlo
716,2004,2005,11/12,20:00,KV Oostende,2-1,La Louvière
717,2004,2005,11/12,20:00,Lierse SK,2-0,Sporting Lokeren
718,2004,2005,11/12,20:00,Charleroi,2-0,KRC Genk
719,2004,2005,12/12,13:00,KAA Gent,1-1,Standard
720,2004,2005,12/12,15:00,Cercle Brugge,1-2,RWDM
721,2004,2005,12/12,15:00,Moeskroen,5-1,Bergen
722,2004,2005,18/12,20:00,RWDM,2-1,Moeskroen
723,2004,2005,18/12,20:00,KRC Genk,2-1,Cercle Brugge
724,2004,2005,18/12,20:00,Sporting Lokeren,1-1,Charleroi
725,2004,2005,18/12,20:00,Westerlo,2-1,KAA Gent
726,2004,2005,18/12,20:00,La Louvière,3-2,Lierse SK
727,2004,2005,19/12,15:00,Standard,5-0,KV Oostende
728,2004,2005,19/12,15:00,Beveren,1-0,Germinal Beerschot
729,2004,2005,19/12,19:00,Club Brugge,5-1,STVV
730,2004,2005,15/01,18:00,La Louvière,0-0,Charleroi
731,2004,2005,15/01,20:00,KRC Genk,3-1,RWDM
732,2004,2005,15/01,20:00,Bergen,4-1,STVV
733,2004,2005,15/01,20:00,Club Brugge,3-1,Beveren
734,2004,2005,15/01,20:00,Germinal Beerschot,0-0,KAA Gent
735,2004,2005,15/01,20:00,Standard,4-1,Lierse SK
736,2004,2005,15/01,20:00,Sporting Lokeren,4-0,Cercle Brugge
737,2004,2005,15/01,20:00,Anderlecht,2-0,Moeskroen
738,2004,2005,16/01,15:00,Westerlo,2-0,KV Oostende
739,2004,2005,22/01,18:00,Charleroi,0-0,Standard
740,2004,2005,22/01,20:00,STVV,2-2,Anderlecht
741,2004,2005,22/01,20:00,Moeskroen,1-2,KRC Genk
742,2004,2005,22/01,20:00,RWDM,1-2,Sporting Lokeren
743,2004,2005,22/01,20:00,Lierse SK,3-0,Westerlo
744,2004,2005,22/01,20:00,KV Oostende,0-0,Germinal Beerschot
745,2004,2005,22/01,20:00,Beveren,0-4,Bergen
746,2004,2005,23/01,13:00,KAA Gent,0-1,Club Brugge
747,2004,2005,23/01,15:00,Cercle Brugge,2-2,La Louvière
748,2004,2005,29/01,20:00,Anderlecht,5-2,Beveren
749,2004,2005,29/01,20:00,Bergen,1-0,KAA Gent
750,2004,2005,29/01,20:00,Club Brugge,7-3,KV Oostende
751,2004,2005,29/01,20:00,Germinal Beerschot,2-2,Lierse SK
752,2004,2005,29/01,20:00,Westerlo,2-1,Charleroi
753,2004,2005,29/01,20:00,Standard,4-0,Cercle Brugge
754,2004,2005,29/01,20:00,STVV,3-2,Moeskroen
755,2004,2005,30/01,15:00,La Louvière,1-0,RWDM
756,2004,2005,30/01,20:00,Sporting Lokeren,1-3,KRC Genk
757,2004,2005,05/02,18:00,Lierse SK,0-2,Club Brugge
758,2004,2005,05/02,20:00,Beveren,3-1,STVV
759,2004,2005,05/02,20:00,Moeskroen,1-1,Sporting Lokeren
760,2004,2005,05/02,20:00,KRC Genk,1-0,La Louvière
761,2004,2005,05/02,20:00,RWDM,0-1,Standard
762,2004,2005,05/02,20:00,KV Oostende,1-0,Bergen
763,2004,2005,06/02,13:00,KAA Gent,0-0,Anderlecht
764,2004,2005,06/02,15:00,Cercle Brugge,0-0,Westerlo
765,2004,2005,06/02,16:00,Charleroi,1-0,Germinal Beerschot
766,2004,2005,12/02,20:00,Westerlo,1-0,RWDM
767,2004,2005,12/02,20:00,La Louvière,0-0,Sporting Lokeren
768,2004,2005,12/02,20:00,Anderlecht,0-1,KV Oostende
769,2004,2005,12/02,20:00,Beveren,2-2,Moeskroen
770,2004,2005,13/02,15:00,Bergen,4-1,Lierse SK
771,2004,2005,13/02,15:00,Germinal Beerschot,2-3,Cercle Brugge
772,2004,2005,13/02,20:00,Club Brugge,1-1,Charleroi
773,2004,2005,18/02,20:30,Lierse SK,1-1,Anderlecht
774,2004,2005,19/02,20:00,KV Oostende,1-0,STVV
775,2004,2005,19/02,20:00,KAA Gent,1-0,Beveren
776,2004,2005,19/02,20:00,Moeskroen,1-1,La Louvière
777,2004,2005,19/02,20:00,Sporting Lokeren,0-0,Standard
778,2004,2005,19/02,20:00,KRC Genk,3-2,Westerlo
779,2004,2005,19/02,20:00,Charleroi,1-0,Bergen
780,2004,2005,20/02,15:00,RWDM,2-1,Germinal Beerschot
781,2004,2005,20/02,20:00,Cercle Brugge,1-2,Club Brugge
782,2004,2005,25/02,20:30,Bergen,1-2,Anderlecht
783,2004,2005,25/02,20:30,Standard,1-0,KRC Genk
784,2004,2005,26/02,20:00,STVV,0-2,KAA Gent
785,2004,2005,08/03,20:30,Anderlecht,3-0,Charleroi
786,2004,2005,08/03,20:30,KAA Gent,1-0,Moeskroen
787,2004,2005,09/03,20:30,Club Brugge,4-1,RWDM
788,2004,2005,09/03,20:30,Germinal Beerschot,3-1,KRC Genk
789,2004,2005,09/03,20:30,Westerlo,1-1,Sporting Lokeren
790,2004,2005,09/03,20:30,STVV,4-0,Lierse SK
791,2004,2005,09/03,20:30,Beveren,2-2,KV Oostende
792,2004,2005,09/03,20:30,Bergen,1-3,Cercle Brugge
793,2004,2005,11/03,20:30,Moeskroen,0-3,Standard
794,2004,2005,12/03,20:00,Charleroi,0-0,STVV
795,2004,2005,12/03,20:00,La Louvière,1-2,Westerlo
796,2004,2005,12/03,20:00,KV Oostende,1-2,KAA Gent
797,2004,2005,12/03,20:00,Sporting Lokeren,0-1,Germinal Beerschot
798,2004,2005,12/03,20:00,RWDM,2-1,Bergen
799,2004,2005,13/03,15:00,Cercle Brugge,1-3,Anderlecht
800,2004,2005,13/03,15:00,Lierse SK,1-3,Beveren
801,2004,2005,13/03,20:30,KRC Genk,2-1,Club Brugge
802,2004,2005,16/03,20:30,Standard,1-0,La Louvière
803,2004,2005,18/03,20:30,Bergen,1-2,KRC Genk
804,2004,2005,19/03,20:00,Anderlecht,3-0,RWDM
805,2004,2005,19/03,20:00,Club Brugge,0-0,Sporting Lokeren
806,2004,2005,19/03,20:00,Germinal Beerschot,1-1,La Louvière
807,2004,2005,19/03,20:00,Westerlo,1-3,Standard
808,2004,2005,19/03,20:00,KAA Gent,1-0,Lierse SK
809,2004,2005,19/03,20:00,Beveren,1-2,Charleroi
810,2004,2005,19/03,20:00,STVV,0-1,Cercle Brugge
811,2004,2005,20/03,15:00,KV Oostende,1-0,Moeskroen
812,2004,2005,02/04,20:00,Cercle Brugge,1-1,Beveren
813,2004,2005,02/04,20:00,Charleroi,3-2,KAA Gent
814,2004,2005,02/04,20:00,Lierse SK,3-1,KV Oostende
815,2004,2005,02/04,20:00,Standard,3-0,Germinal Beerschot
816,2004,2005,02/04,20:00,La Louvière,0-2,Club Brugge
817,2004,2005,02/04,20:00,Sporting Lokeren,0-0,Bergen
818,2004,2005,03/04,15:00,RWDM,0-1,STVV
819,2004,2005,03/04,15:00,Moeskroen,3-0,Westerlo
820,2004,2005,03/04,20:00,KRC Genk,2-4,Anderlecht
821,2004,2005,08/04,20:30,STVV,0-2,KRC Genk
822,2004,2005,09/04,20:00,KAA Gent,1-2,Cercle Brugge
823,2004,2005,09/04,20:00,Anderlecht,2-0,Sporting Lokeren
824,2004,2005,09/04,20:00,Bergen,4-1,La Louvière
825,2004,2005,09/04,20:00,Germinal Beerschot,1-0,Westerlo
826,2004,2005,09/04,20:00,KV Oostende,1-2,Charleroi
827,2004,2005,09/04,20:00,Lierse SK,0-1,Moeskroen
828,2004,2005,10/04,13:00,Club Brugge,1-1,Standard
829,2004,2005,10/04,15:00,Beveren,0-1,RWDM
830,2004,2005,15/04,20:30,Westerlo,1-3,Club Brugge
831,2004,2005,16/04,20:00,KRC Genk,2-1,Beveren
832,2004,2005,16/04,20:00,RWDM,1-1,KAA Gent
833,2004,2005,16/04,20:00,Charleroi,1-0,Lierse SK
834,2004,2005,16/04,20:00,Moeskroen,0-1,Germinal Beerschot
835,2004,2005,16/04,20:00,Sporting Lokeren,4-3,STVV
836,2004,2005,17/04,15:00,Cercle Brugge,2-0,KV Oostende
837,2004,2005,17/04,15:00,Standard,2-0,Bergen
838,2004,2005,17/04,20:00,La Louvière,1-1,Anderlecht
839,2004,2005,22/04,20:30,Anderlecht,3-2,Standard
840,2004,2005,23/04,19:30,Club Brugge,6-0,Germinal Beerschot
841,2004,2005,23/04,20:00,KV Oostende,1-0,RWDM
842,2004,2005,23/04,20:00,KAA Gent,0-1,KRC Genk
843,2004,2005,23/04,20:00,Beveren,0-2,Sporting Lokeren
844,2004,2005,23/04,20:00,STVV,2-1,La Louvière
845,2004,2005,23/04,20:00,Bergen,3-2,Westerlo
846,2004,2005,24/04,15:00,Lierse SK,2-0,Cercle Brugge
847,2004,2005,24/04,15:00,Charleroi,2-0,Moeskroen
848,2004,2005,29/04,20:30,Westerlo,2-2,Anderlecht
849,2004,2005,30/04,20:00,Standard,4-1,STVV
850,2004,2005,30/04,20:00,Sporting Lokeren,0-1,KAA Gent
851,2004,2005,30/04,20:00,RWDM,3-2,Lierse SK
852,2004,2005,30/04,20:00,Moeskroen,0-1,Club Brugge
853,2004,2005,30/04,20:00,Germinal Beerschot,2-0,Bergen
854,2004,2005,30/04,20:00,La Louvière,3-0,Beveren
855,2004,2005,30/04,20:00,KRC Genk,2-2,KV Oostende
856,2004,2005,01/05,15:00,Cercle Brugge,0-4,Charleroi
857,2004,2005,06/05,20:30,Bergen,0-0,Club Brugge
858,2004,2005,07/05,20:00,Charleroi,1-2,RWDM
859,2004,2005,07/05,20:00,Lierse SK,1-5,KRC Genk
860,2004,2005,07/05,20:00,KAA Gent,2-1,La Louvière
861,2004,2005,07/05,20:00,Beveren,2-3,Standard
862,2004,2005,07/05,20:00,Anderlecht,3-0,Germinal Beerschot
863,2004,2005,07/05,20:00,Cercle Brugge,1-0,Moeskroen
864,2004,2005,08/05,15:00,KV Oostende,0-2,Sporting Lokeren
865,2004,2005,08/05,15:00,STVV,1-0,Westerlo
866,2004,2005,15/05,15:00,Club Brugge,2-2,Anderlecht
867,2004,2005,15/05,15:00,Germinal Beerschot,3-1,STVV
868,2004,2005,15/05,15:00,Westerlo,1-1,Beveren
869,2004,2005,15/05,15:00,Standard,3-0,KAA Gent
870,2004,2005,15/05,15:00,La Louvière,2-0,KV Oostende
871,2004,2005,15/05,15:00,Sporting Lokeren,0-2,Lierse SK
872,2004,2005,15/05,15:00,KRC Genk,2-0,Charleroi
873,2004,2005,15/05,15:00,RWDM,2-1,Cercle Brugge
874,2004,2005,15/05,15:00,Bergen,0-2,Moeskroen
875,2004,2005,21/05,20:00,Moeskroen,2-0,RWDM
876,2004,2005,21/05,20:00,Cercle Brugge,1-3,KRC Genk
877,2004,2005,21/05,20:00,Charleroi,2-1,Sporting Lokeren
878,2004,2005,21/05,20:00,Lierse SK,7-0,La Louvière
879,2004,2005,21/05,20:00,KV Oostende,1-1,Standard
880,2004,2005,21/05,20:00,KAA Gent,1-0,Westerlo
881,2004,2005,21/05,20:00,Germinal Beerschot,3-1,Beveren
882,2004,2005,21/05,20:00,STVV,3-2,Club Brugge
883,2004,2005,21/05,20:00,Anderlecht,2-1,Bergen
884,2004,2005,26/05,20:30,Standard,3-1,KRC Genk
885,2004,2005,29/05,20:00,KRC Genk,3-0,Standard
886,2005,2006,30/07,20:30,Club Brugge,1-1,Germinal Beerschot
887,2005,2006,05/08,20:30,Club Brugge,2-0,Moeskroen
