Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg
4008454,1961-1962,2,"zondag,zo10 sep. 1961",15:00 uur,Daring Club,1,4,Antwerp FC
4008455,1961-1962,2,"zondag,zo10 sep. 1961",15:00 uur,Beerschot AC,2,2,Lierse SK
4008456,1961-1962,2,"zondag,zo10 sep. 1961",15:00 uur,RFC Luik,3,0,Cercle Brugge
4008457,1961-1962,2,"zondag,zo10 sep. 1961",15:00 uur,Waterschei THOR,1,3,ARA Gent
4008458,1961-1962,2,"zondag,zo10 sep. 1961",15:00 uur,Olymp. Charleroi,1,0,Union SG
4008459,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,Standard Luik,1,1,Daring Club
4008460,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,Club Brugge,1,0,Eendracht Aalst
4008461,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,Antwerp FC,1,4,RSC Anderlecht
4008462,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,St-Truidense VV,1,2,Beerschot AC
4008463,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,Olymp. Charleroi,7,2,Cercle Brugge
4008464,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,ARA Gent,1,0,KFC Diest
4008465,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,Union SG,0,0,RFC Luik
4008466,1961-1962,3,"zondag,zo17 sep. 1961",15:00 uur,Lierse SK,2,4,Waterschei THOR
4008467,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,KFC Diest,0,1,Standard Luik
4008468,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,Eendracht Aalst,2,0,Union SG
4008469,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,RSC Anderlecht,2,0,Club Brugge
4008470,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,Waterschei THOR,1,1,Antwerp FC
4008471,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,Beerschot AC,2,0,Olymp. Charleroi
4008472,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,Cercle Brugge,1,3,ARA Gent
4008473,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,Daring Club,1,1,St-Truidense VV
4008474,1961-1962,4,"zondag,zo24 sep. 1961",15:00 uur,RFC Luik,1,0,Lierse SK
4008479,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,Lierse SK,3,5,Cercle Brugge
4008480,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,Club Brugge,1,1,Daring Club
4008481,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,Union SG,1,0,KFC Diest
4008482,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,St-Truidense VV,1,2,ARA Gent
4008475,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,Olymp. Charleroi,1,2,Standard Luik
4008476,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,Eendracht Aalst,2,0,Waterschei THOR
4008477,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,RFC Luik,1,2,RSC Anderlecht
4008478,1961-1962,5,"zondag,zo1 okt. 1961",15:00 uur,Antwerp FC,0,1,Beerschot AC
4008485,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,RSC Anderlecht,1,1,Lierse SK
4008486,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,ARA Gent,2,6,Antwerp FC
4008487,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,Cercle Brugge,0,2,Club Brugge
4008488,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,Daring Club,1,3,Olymp. Charleroi
4008489,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,KFC Diest,2,2,St-Truidense VV
4008490,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,Waterschei THOR,1,1,Union SG
4008483,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,Standard Luik,2,1,RFC Luik
4008484,1961-1962,6,"zondag,zo8 okt. 1961",15:00 uur,Beerschot AC,1,1,Eendracht Aalst
4008491,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Standard Luik,7,1,Cercle Brugge
4008492,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Eendracht Aalst,1,2,KFC Diest
4008493,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Daring Club,0,2,RSC Anderlecht
4008494,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Union SG,1,3,Antwerp FC
4008495,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Beerschot AC,1,2,RFC Luik
4008496,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Club Brugge,1,4,Lierse SK
4008497,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,Olymp. Charleroi,0,0,ARA Gent
4008498,1961-1962,7,"zondag,zo15 okt. 1961",15:00 uur,St-Truidense VV,4,1,Waterschei THOR
4008499,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,Waterschei THOR,2,0,Standard Luik
4008500,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,RFC Luik,2,1,Eendracht Aalst
4008501,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,RSC Anderlecht,1,1,Union SG
4008502,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,Antwerp FC,0,3,Olymp. Charleroi
4008503,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,Cercle Brugge,0,0,Beerschot AC
4008504,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,ARA Gent,0,0,Club Brugge
4008505,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,KFC Diest,3,1,Daring Club
4008506,1961-1962,8,"zondag,zo22 okt. 1961",15:00 uur,Lierse SK,1,3,St-Truidense VV
4008507,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,Standard Luik,4,1,Lierse SK
4008508,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,Daring Club,3,0,Eendracht Aalst
4008509,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,ARA Gent,1,5,RSC Anderlecht
4008510,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,Cercle Brugge,3,1,Antwerp FC
4008511,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,Beerschot AC,2,1,Union SG
4008512,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,St-Truidense VV,1,2,Club Brugge
4008513,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,KFC Diest,5,3,Waterschei THOR
4008514,1961-1962,9,"zondag,zo29 okt. 1961",15:00 uur,Olymp. Charleroi,0,0,RFC Luik
4008515,1961-1962,10,"zaterdag,za4 nov. 1961",19:30 uur,RSC Anderlecht,2,1,Cercle Brugge
4008516,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,Eendracht Aalst,0,5,Standard Luik
4008517,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,Antwerp FC,1,1,St-Truidense VV
4008518,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,Waterschei THOR,1,1,Beerschot AC
4008519,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,Club Brugge,3,0,Olymp. Charleroi
4008520,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,Union SG,2,3,Daring Club
4008521,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,Lierse SK,1,2,KFC Diest
4008522,1961-1962,10,"zondag,zo5 nov. 1961",15:00 uur,RFC Luik,4,0,ARA Gent
4008523,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,Standard Luik,2,1,RSC Anderlecht
4008524,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,Olymp. Charleroi,0,0,Eendracht Aalst
4008525,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,KFC Diest,1,1,Antwerp FC
4008526,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,Beerschot AC,1,0,Club Brugge
4008527,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,Cercle Brugge,5,1,Waterschei THOR
4008528,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,Daring Club,1,2,RFC Luik
4008529,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,ARA Gent,3,1,Lierse SK
4008530,1961-1962,11,"zondag,zo19 nov. 1961",15:00 uur,St-Truidense VV,1,3,Union SG
4008531,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,Union SG,0,2,Standard Luik
4008532,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,Eendracht Aalst,0,1,ARA Gent
4008533,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,Olymp. Charleroi,1,3,RSC Anderlecht
4008534,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,Lierse SK,5,1,Antwerp FC
4008535,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,Beerschot AC,2,2,Daring Club
4008536,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,St-Truidense VV,0,0,Cercle Brugge
4008537,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,Club Brugge,3,0,KFC Diest
4008538,1961-1962,12,"zondag,zo26 nov. 1961",15:00 uur,RFC Luik,0,2,Waterschei THOR
4008539,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,Standard Luik,2,0,St-Truidense VV
4008540,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,RSC Anderlecht,2,0,Eendracht Aalst
4008541,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,Antwerp FC,1,1,Club Brugge
4008542,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,ARA Gent,3,0,Beerschot AC
4008543,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,Cercle Brugge,1,4,Union SG
4008544,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,Lierse SK,1,2,Daring Club
4008545,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,KFC Diest,1,0,RFC Luik
4008546,1961-1962,13,"zondag,zo3 dec. 1961",14:45 uur,Waterschei THOR,1,1,Olymp. Charleroi
4008547,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Standard Luik,0,0,ARA Gent
4008548,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Eendracht Aalst,1,2,Antwerp FC
4008549,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Beerschot AC,1,5,RSC Anderlecht
4008550,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Daring Club,5,0,Cercle Brugge
4008551,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Club Brugge,1,0,Waterschei THOR
4008552,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Olymp. Charleroi,1,2,KFC Diest
4008553,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,St-Truidense VV,0,1,RFC Luik
4008554,1961-1962,14,"zondag,zo10 dec. 1961",14:45 uur,Union SG,3,1,Lierse SK
4008561,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,ARA Gent,0,1,Union SG
4008562,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,Lierse SK,1,0,Olymp. Charleroi
4008555,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,Antwerp FC,2,0,Standard Luik
4008556,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,Cercle Brugge,5,0,Eendracht Aalst
4008557,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,RSC Anderlecht,3,2,St-Truidense VV
4008558,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,KFC Diest,0,0,Beerschot AC
4008559,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,RFC Luik,1,0,Club Brugge
4008560,1961-1962,15,"zondag,zo17 dec. 1961",14:45 uur,Waterschei THOR,1,2,Daring Club
4008563,1961-1962,16,"zondag,zo31 dec. 1961",14:45 uur,Beerschot AC,0,1,Standard Luik
4008564,1961-1962,16,"zondag,zo31 dec. 1961",14:45 uur,Eendracht Aalst,1,0,Lierse SK
4008565,1961-1962,16,"zondag,zo31 dec. 1961",14:45 uur,Waterschei THOR,0,4,RSC Anderlecht
4008566,1961-1962,16,"zondag,zo31 dec. 1961",14:45 uur,RFC Luik,0,0,Antwerp FC
4008567,1961-1962,16,"zondag,zo31 dec. 1961",14:45 uur,Club Brugge,3,1,Union SG
4008568,1961-1962,16,"zondag,zo31 dec. 1961",14:45 uur,Daring Club,0,0,ARA Gent
4008629,1961-1962,16,"zondag,zo4 mrt. 1962",15:00 uur,Olymp. Charleroi,0,2,St-Truidense VV
4008632,1961-1962,16,"zondag,zo11 mrt. 1962",15:00 uur,KFC Diest,2,0,Cercle Brugge
4008569,1961-1962,17,"zondag,zo7 jan. 1962",14:45 uur,Standard Luik,3,0,Club Brugge
4008570,1961-1962,17,"zondag,zo7 jan. 1962",14:45 uur,RSC Anderlecht,3,2,KFC Diest
4008571,1961-1962,17,"zondag,zo7 jan. 1962",14:45 uur,Antwerp FC,3,1,Daring Club
4008572,1961-1962,17,"zondag,zo7 jan. 1962",14:45 uur,Lierse SK,2,1,Beerschot AC
4008627,1961-1962,17,"zondag,zo4 mrt. 1962",15:00 uur,Cercle Brugge,3,0,RFC Luik
4008631,1961-1962,17,"zondag,zo11 mrt. 1962",15:00 uur,St-Truidense VV,5,1,Eendracht Aalst
4008633,1961-1962,17,"zondag,zo11 mrt. 1962",15:00 uur,ARA Gent,2,2,Waterschei THOR
4008634,1961-1962,17,"zondag,zo11 mrt. 1962",15:00 uur,Union SG,1,0,Olymp. Charleroi
4008573,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,Standard Luik,1,0,Olymp. Charleroi
4008574,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,Waterschei THOR,2,2,Eendracht Aalst
4008575,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,RSC Anderlecht,1,0,RFC Luik
4008576,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,Beerschot AC,1,1,Antwerp FC
4008577,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,Cercle Brugge,1,2,Lierse SK
4008578,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,Daring Club,1,1,Club Brugge
4008579,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,KFC Diest,3,1,Union SG
4008580,1961-1962,18,"zondag,zo14 jan. 1962",14:45 uur,ARA Gent,3,0,St-Truidense VV
4008583,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,Lierse SK,2,3,RSC Anderlecht
4008584,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,Antwerp FC,2,1,ARA Gent
4008585,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,Club Brugge,1,1,Cercle Brugge
4008586,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,Olymp. Charleroi,3,0,Daring Club
4008587,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,St-Truidense VV,2,0,KFC Diest
4008588,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,Union SG,2,1,Waterschei THOR
4008581,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,RFC Luik,1,0,Standard Luik
4008582,1961-1962,19,"zondag,zo21 jan. 1962",15:00 uur,Eendracht Aalst,0,0,Beerschot AC
4008589,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,Standard Luik,2,0,Union SG
4008590,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,ARA Gent,2,1,Eendracht Aalst
4008591,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,RSC Anderlecht,3,0,Olymp. Charleroi
4008592,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,Antwerp FC,1,1,Lierse SK
4008593,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,Daring Club,3,1,Beerschot AC
4008594,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,Cercle Brugge,0,0,St-Truidense VV
4008595,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,KFC Diest,0,4,Club Brugge
4008596,1961-1962,20,"zondag,zo28 jan. 1962",15:00 uur,Waterschei THOR,2,2,RFC Luik
4008597,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,St-Truidense VV,3,1,Standard Luik
4008598,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,Eendracht Aalst,0,0,RSC Anderlecht
4008599,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,Club Brugge,0,2,Antwerp FC
4008600,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,Beerschot AC,5,0,ARA Gent
4008601,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,Union SG,1,1,Cercle Brugge
4008602,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,RFC Luik,1,1,KFC Diest
4008603,1961-1962,21,"zondag,zo4 feb. 1962",15:00 uur,Olymp. Charleroi,3,0,Waterschei THOR
4008628,1961-1962,21,"zondag,zo4 mrt. 1962",15:00 uur,Daring Club,1,2,Lierse SK
4008604,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,Eendracht Aalst,1,3,Daring Club
4008605,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,RSC Anderlecht,4,2,ARA Gent
4008606,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,Antwerp FC,5,1,Cercle Brugge
4008607,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,Union SG,3,0,Beerschot AC
4008608,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,Club Brugge,2,2,St-Truidense VV
4008609,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,Waterschei THOR,2,0,KFC Diest
4008610,1961-1962,22,"zondag,zo11 feb. 1962",15:00 uur,RFC Luik,2,0,Olymp. Charleroi
4008630,1961-1962,22,"zondag,zo11 mrt. 1962",15:00 uur,Lierse SK,2,1,Standard Luik
4008611,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,Standard Luik,3,1,Eendracht Aalst
4008612,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,Cercle Brugge,0,3,RSC Anderlecht
4008613,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,St-Truidense VV,2,3,Antwerp FC
4008614,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,Beerschot AC,0,2,Waterschei THOR
4008615,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,Olymp. Charleroi,2,2,Club Brugge
4008616,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,Daring Club,1,0,Union SG
4008617,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,KFC Diest,0,0,Lierse SK
4008618,1961-1962,23,"zondag,zo18 feb. 1962",15:00 uur,ARA Gent,0,0,RFC Luik
4008619,1961-1962,24,"zaterdag,za24 feb. 1962",18:00 uur,Union SG,2,0,St-Truidense VV
4008620,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,RSC Anderlecht,2,0,Standard Luik
4008621,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,Eendracht Aalst,0,2,Olymp. Charleroi
4008622,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,Antwerp FC,2,2,KFC Diest
4008623,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,Club Brugge,1,0,Beerschot AC
4008624,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,Waterschei THOR,2,0,Cercle Brugge
4008625,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,RFC Luik,0,0,Daring Club
4008626,1961-1962,24,"zondag,zo25 feb. 1962",15:00 uur,Lierse SK,2,1,ARA Gent
4008635,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,Cercle Brugge,2,1,Standard Luik
4008636,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,KFC Diest,2,3,Eendracht Aalst
4008637,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,RSC Anderlecht,2,0,Daring Club
4008638,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,Antwerp FC,2,1,Union SG
4008639,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,RFC Luik,2,0,Beerschot AC
4008640,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,Lierse SK,2,1,Club Brugge
4008641,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,ARA Gent,2,0,Olymp. Charleroi
4008642,1961-1962,25,"zondag,zo18 mrt. 1962",15:00 uur,Waterschei THOR,1,1,St-Truidense VV
4008649,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Daring Club,1,0,KFC Diest
4008650,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,St-Truidense VV,3,3,Lierse SK
4008643,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Standard Luik,2,0,Waterschei THOR
4008644,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Eendracht Aalst,0,2,RFC Luik
4008645,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Union SG,0,0,RSC Anderlecht
4008646,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Olymp. Charleroi,2,2,Antwerp FC
4008647,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Beerschot AC,3,0,Cercle Brugge
4008648,1961-1962,26,"zondag,zo25 mrt. 1962",15:00 uur,Club Brugge,2,1,ARA Gent
4008651,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,Daring Club,3,5,Standard Luik
4008652,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,Eendracht Aalst,0,1,Club Brugge
4008653,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,RSC Anderlecht,3,5,Antwerp FC
4008654,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,Beerschot AC,0,1,St-Truidense VV
4008655,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,Cercle Brugge,1,1,Olymp. Charleroi
4008656,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,KFC Diest,4,2,ARA Gent
4008657,1961-1962,27,"zondag,zo8 apr. 1962",15:00 uur,RFC Luik,0,0,Union SG
4008666,1961-1962,27,"zondag,zo22 apr. 1962",15:00 uur,Waterschei THOR,3,1,Lierse SK
4008662,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,Olymp. Charleroi,0,0,Beerschot AC
4008663,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,ARA Gent,0,1,Cercle Brugge
4008664,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,St-Truidense VV,3,0,Daring Club
4008665,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,Lierse SK,2,2,RFC Luik
4008658,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,Standard Luik,4,3,KFC Diest
4008659,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,Union SG,4,1,Eendracht Aalst
4008660,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,Club Brugge,1,1,RSC Anderlecht
4008661,1961-1962,28,"zondag,zo15 apr. 1962",15:00 uur,Antwerp FC,5,2,Waterschei THOR
4008667,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,ARA Gent,0,2,Standard Luik
4008668,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,Antwerp FC,7,0,Eendracht Aalst
4008669,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,RSC Anderlecht,1,1,Beerschot AC
4008670,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,Cercle Brugge,0,4,Daring Club
4008671,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,Waterschei THOR,3,1,Club Brugge
4008672,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,KFC Diest,2,2,Olymp. Charleroi
4008673,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,RFC Luik,2,1,St-Truidense VV
4008674,1961-1962,29,"zondag,zo29 apr. 1962",15:00 uur,Lierse SK,1,0,Union SG
4008675,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Standard Luik,0,0,Antwerp FC
4008676,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Eendracht Aalst,0,1,Cercle Brugge
4008677,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,St-Truidense VV,3,3,RSC Anderlecht
4008678,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Beerschot AC,3,0,KFC Diest
4008679,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Club Brugge,1,1,RFC Luik
4008680,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Daring Club,2,1,Waterschei THOR
4008681,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Union SG,1,4,ARA Gent
4008682,1961-1962,30,"zondag,zo6 mei 1962",15:00 uur,Olymp. Charleroi,4,1,Lierse SK
4008683,1962-1963,1,"zaterdag,za1 sep. 1962",19:30 uur,RSC Anderlecht,2,0,KFC Diest
4008684,1962-1963,1,"zaterdag,za1 sep. 1962",19:30 uur,Antwerp FC,5,3,ARA Gent
4008685,1962-1963,1,"zondag,zo2 sep. 1962",15:00 uur,St-Truidense VV,1,2,Standard Luik
4008686,1962-1963,1,"zondag,zo2 sep. 1962",15:00 uur,Club Brugge,2,0,Beerschot AC
4008687,1962-1963,1,"zondag,zo2 sep. 1962",15:00 uur,Beringen FC,5,2,Berchem Sport
4008688,1962-1963,1,"zondag,zo2 sep. 1962",15:00 uur,Union SG,1,3,Cercle Brugge
4008689,1962-1963,1,"zondag,zo2 sep. 1962",15:00 uur,Olymp. Charleroi,0,2,Daring Club
4008690,1962-1963,1,"zondag,zo2 sep. 1962",15:00 uur,RFC Luik,5,0,Lierse SK
4008691,1962-1963,2,"zaterdag,za8 sep. 1962",16:00 uur,Berchem Sport,1,0,Union SG
4008695,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,Cercle Brugge,3,1,St-Truidense VV
4008696,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,Lierse SK,2,0,Club Brugge
4008697,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,Daring Club,3,1,RFC Luik
4008698,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,KFC Diest,3,0,Olymp. Charleroi
4008692,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,Standard Luik,1,2,Antwerp FC
4008693,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,Beerschot AC,1,1,RSC Anderlecht
4008694,1962-1963,2,"zondag,zo9 sep. 1962",15:00 uur,ARA Gent,4,2,Beringen FC
4008699,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,Berchem Sport,1,0,Standard Luik
4008700,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,Cercle Brugge,1,1,RSC Anderlecht
4008701,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,Antwerp FC,0,2,Lierse SK
4008702,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,St-Truidense VV,4,2,Beerschot AC
4008703,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,Beringen FC,7,1,Daring Club
4008704,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,Olymp. Charleroi,1,0,Club Brugge
4008705,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,RFC Luik,2,1,KFC Diest
4008706,1962-1963,3,"zondag,zo16 sep. 1962",15:00 uur,Union SG,0,1,ARA Gent
