KlassementKey,BeginDateKey,EindeDateKey,TeamKey,Stand,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,DoelpuntenSaldo,PuntenVoor2ptn,PuntenTegen2ptn,PuntenVoor3ptn
22090,18397,18403,17,15,22,3,7,12,19,46,-27,13,31,16
22091,18397,18403,28,12,22,6,3,13,15,40,-25,15,29,21
22092,18397,18403,45,10,22,7,10,5,34,26,8,24,20,31
22093,18397,18403,15,14,22,4,4,14,22,40,-18,12,32,16
22094,18397,18403,27,16,22,2,4,16,14,45,-31,8,36,10
22095,18397,18403,49,6,22,11,3,8,41,27,14,25,19,36
22096,18397,18403,43,1,22,15,5,2,48,14,34,35,9,50
22097,18397,18403,22,2,22,13,6,3,54,22,32,32,12,45
22098,18397,18403,57,7,22,10,5,7,29,27,2,25,19,35
22099,18397,18403,24,8,22,10,5,7,26,26,0,25,19,35
22100,18397,18403,56,9,22,9,4,9,24,23,1,22,22,31
22101,18397,18403,35,13,22,3,8,11,14,32,-18,14,30,17
22102,18397,18403,4,4,22,12,4,6,43,34,9,28,16,40
22103,18271,18277,4,5,6,4,1,1,9,8,1,9,3,13
22104,18271,18277,56,3,6,4,1,1,7,3,4,9,3,13
22105,18271,18277,35,13,6,1,2,3,2,7,-5,4,8,5
22106,18271,18277,28,8,6,2,1,3,3,8,-5,5,7,7
22107,18271,18277,22,1,6,5,1,0,21,5,16,11,1,16
22108,18271,18277,43,2,6,4,2,0,13,1,12,10,2,14
22109,18271,18277,24,3,6,4,1,1,7,3,4,9,3,13
22110,18271,18277,57,11,6,1,3,2,5,9,-4,5,7,6
22111,18271,18277,49,6,6,3,2,1,11,6,5,8,4,11
22112,11782,11788,1,7,15,7,3,5,17,12,5,17,13,24
22113,11782,11788,17,9,15,6,4,5,23,20,3,16,14,22
22114,12139,12145,1,2,15,8,6,1,25,11,14,22,8,30
22115,12139,12145,27,3,15,8,2,5,24,18,6,18,12,26
22116,12139,12145,52,13,15,4,2,9,17,26,-9,10,20,14
22117,12139,12145,13,4,15,7,5,3,23,11,12,19,11,26
22118,12139,12145,6,6,15,6,5,4,21,19,2,17,13,23
22119,12139,12145,35,7,15,5,6,4,20,19,1,16,14,21
22120,12139,12145,41,14,15,2,8,5,12,23,-11,12,18,14
22121,12139,12145,20,16,15,3,3,9,15,29,-14,9,21,12
22122,12139,12145,43,1,15,12,2,1,42,17,25,26,4,38
22123,12139,12145,24,8,15,4,8,3,20,15,5,16,14,20
22124,12139,12145,57,15,15,3,4,8,22,34,-12,10,20,13
22125,12139,12145,22,18,15,1,5,9,20,37,-17,7,23,8
22126,12139,12145,49,11,15,5,4,6,15,11,4,14,16,19
22127,12139,12145,37,12,15,4,7,4,17,17,0,15,15,19
22128,12139,12145,21,5,15,6,6,3,19,16,3,18,12,24
22129,12139,12145,9,9,15,4,8,3,21,19,2,16,14,20
22130,12139,12145,4,10,15,4,8,3,20,21,-1,16,14,20
22131,12139,12145,17,17,15,1,7,7,13,23,-10,9,21,10
22132,12237,12250,17,15,26,5,11,10,24,33,-9,21,31,26
22133,12237,12250,21,5,26,12,9,5,39,30,9,33,19,45
22134,12237,12250,9,7,26,7,13,6,35,33,2,27,25,34
22135,12237,12250,4,13,26,6,10,10,37,44,-7,22,30,28
22136,12237,12250,49,6,26,10,9,7,30,17,13,29,23,39
22137,12237,12250,37,11,26,7,9,10,32,34,-2,23,29,30
22138,12237,12250,43,1,26,17,6,3,58,26,32,40,12,57
22139,12237,12250,24,9,26,7,12,7,29,31,-2,26,26,33
22140,12237,12250,57,12,26,7,9,10,41,49,-8,23,29,30
22141,12237,12250,22,18,26,3,7,16,31,62,-31,13,39,16
22142,12237,12250,52,16,26,6,7,13,24,35,-11,19,33,25
22143,12237,12250,13,4,26,13,9,4,44,22,22,35,17,48
22144,12237,12250,6,8,26,8,9,9,33,34,-1,25,27,33
22145,12237,12250,35,10,26,8,8,10,36,36,0,24,28,32
22146,12237,12250,41,14,26,6,9,11,27,44,-17,21,31,27
22147,12237,12250,20,17,26,4,6,16,24,49,-25,14,38,18
22148,12237,12250,27,3,26,15,4,7,48,33,15,34,18,49
22149,12237,12250,1,2,26,14,11,1,35,15,20,39,13,53
22150,12258,12271,1,2,28,16,11,1,41,15,26,43,13,59
22151,12258,12271,27,4,28,15,4,9,49,40,9,34,22,49
22152,12258,12271,13,3,28,13,11,4,44,22,22,37,19,50
22153,12258,12271,6,8,28,9,9,10,35,41,-6,27,29,36
22154,12258,12271,35,9,28,9,8,11,40,41,-1,26,30,35
22155,12258,12271,41,13,28,7,10,11,33,46,-13,24,32,31
22156,12258,12271,20,17,28,4,7,17,26,52,-26,15,41,19
22157,12258,12271,52,14,28,7,8,13,28,38,-10,22,34,29
22158,12258,12271,43,1,28,19,6,3,68,29,39,44,12,63
22159,12258,12271,24,10,28,7,14,7,30,32,-2,28,28,35
22160,12258,12271,57,11,28,8,9,11,42,51,-9,25,31,33
22161,12258,12271,22,18,28,3,8,17,31,66,-35,14,42,17
22162,12258,12271,49,6,28,11,9,8,37,18,19,31,25,42
22163,12258,12271,37,12,28,7,10,11,32,35,-3,24,32,31
22164,12258,12271,21,5,28,12,11,5,39,30,9,35,21,47
22165,12258,12271,9,7,28,8,14,6,36,33,3,30,26,38
22166,12258,12271,4,16,28,6,10,12,37,50,-13,22,34,28
22167,12258,12271,17,15,28,6,11,11,25,34,-9,23,33,29
22168,12272,12278,17,15,29,6,12,11,25,34,-9,24,34,30
22169,12272,12278,21,5,29,12,11,6,39,31,8,35,23,47
22170,12272,12278,9,7,29,9,14,6,40,33,7,32,26,41
22171,12272,12278,4,16,29,6,11,12,37,50,-13,23,35,29
22172,12272,12278,49,6,29,11,10,8,37,18,19,32,26,43
22173,12272,12278,37,11,29,8,10,11,34,35,-1,26,32,34
22174,12272,12278,43,1,29,19,7,3,68,29,39,45,13,64
22175,12272,12278,24,10,29,7,14,8,32,35,-3,28,30,35
22176,12272,12278,57,12,29,8,10,11,43,52,-9,26,32,34
22177,12272,12278,22,18,29,3,8,18,31,70,-39,14,44,17
22178,12272,12278,52,14,29,7,9,13,28,38,-10,23,35,30
22179,12272,12278,13,3,29,13,12,4,44,22,22,38,20,51
22180,12272,12278,6,8,29,9,10,10,35,41,-6,28,30,37
22181,12272,12278,35,9,29,9,9,11,41,42,-1,27,31,36
22182,12272,12278,41,13,29,8,10,11,36,48,-12,26,32,34
22183,12272,12278,20,17,29,4,7,18,26,54,-28,15,43,19
22184,12272,12278,27,4,29,15,5,9,49,40,9,35,23,50
22185,12272,12278,1,2,29,17,11,1,42,15,27,45,13,62
22186,12044,12047,27,2,4,3,1,0,8,4,4,7,1,10
22187,12044,12047,6,3,4,2,1,1,7,5,2,5,3,7
22188,12044,12047,13,5,4,2,0,2,6,3,3,4,4,6
22189,12044,12047,35,9,4,1,2,1,5,4,1,4,4,5
22190,11040,11046,53,13,15,4,3,8,22,33,-11,11,19,15
22191,11040,11046,1,3,15,8,5,2,22,13,9,21,9,29
22192,11040,11046,27,12,15,3,7,5,16,18,-2,13,17,16
22193,11040,11046,49,5,15,7,7,1,25,15,10,21,9,28
22194,11040,11046,52,16,15,3,3,9,16,28,-12,9,21,12
22195,11040,11046,28,18,15,2,5,8,12,26,-14,9,21,11
22196,11040,11046,4,1,15,11,4,0,36,14,22,26,4,37
22197,11040,11046,21,7,15,5,7,3,28,20,8,17,13,22
22198,11040,11046,43,2,15,10,3,2,41,11,30,23,7,33
22199,11040,11046,24,4,15,8,4,3,30,17,13,20,10,28
22200,11040,11046,57,9,15,5,4,6,19,22,-3,14,16,19
22201,11040,11046,22,15,15,3,4,8,13,35,-22,10,20,13
22202,11096,11102,24,5,20,10,7,3,35,19,16,27,13,37
22203,11096,11102,57,11,20,6,5,9,23,34,-11,17,23,23
22204,11096,11102,22,12,20,5,4,11,19,46,-27,14,26,19
22205,11096,11102,4,1,20,14,5,1,47,19,28,33,7,47
22206,11096,11102,49,4,20,11,7,2,32,19,13,29,11,40
22207,11096,11102,27,10,20,5,10,5,20,18,2,20,20,25
22208,11096,11102,21,8,20,6,9,5,35,28,7,21,19,27
22209,11096,11102,43,2,20,14,4,2,50,13,37,32,8,46
22210,11096,11102,12,7,20,8,4,8,26,23,3,20,20,28
22211,11096,11102,53,15,20,4,4,12,24,43,-19,12,28,16
22212,11096,11102,28,16,20,3,7,10,15,30,-15,13,27,16
22213,11096,11102,52,18,20,3,5,12,16,32,-16,11,29,14
22214,11096,11102,1,3,20,11,7,2,30,16,14,29,11,40
22215,11096,11102,35,6,20,9,5,6,38,28,10,23,17,32
22216,11096,11102,41,9,20,6,7,7,24,23,1,19,21,25
22217,11096,11102,20,13,20,4,7,9,18,30,-12,15,25,19
22218,11096,11102,56,17,20,4,3,13,20,37,-17,11,29,15
22219,11096,11102,17,14,20,3,8,9,10,24,-14,14,26,17
22220,10998,11004,17,15,9,2,2,5,6,14,-8,6,12,8
22221,10998,11004,12,8,9,3,2,4,10,10,0,8,10,11
22222,10998,11004,53,14,9,2,3,4,14,23,-9,7,11,9
22223,10998,11004,1,3,9,6,3,0,14,4,10,15,3,21
22224,10998,11004,27,7,9,3,4,2,12,9,3,10,8,13
22225,10998,11004,57,9,9,3,2,4,13,15,-2,8,10,11
22226,10998,11004,22,16,9,2,2,5,5,20,-15,6,12,8
22227,10998,11004,4,2,9,6,3,0,19,8,11,15,3,21
22228,10998,11004,21,6,9,4,2,3,16,12,4,10,8,14
22229,10998,11004,49,1,9,6,3,0,20,7,13,15,3,21
22230,10998,11004,52,10,9,3,1,5,11,14,-3,7,11,10
22231,10998,11004,28,18,9,1,3,5,5,15,-10,5,13,6
22232,10998,11004,43,4,9,5,2,2,22,7,15,12,6,17
22233,10998,11004,24,5,9,4,3,2,17,11,6,11,7,15
22234,10998,11004,35,11,9,2,4,3,16,16,0,8,10,10
22235,10998,11004,41,12,9,2,3,4,11,13,-2,7,11,9
22236,10998,11004,20,13,9,2,3,4,10,13,-3,7,11,9
22237,10998,11004,56,17,9,2,1,6,11,21,-10,5,13,7
22238,11481,11487,35,9,22,6,10,6,22,27,-5,22,22,28
22239,11481,11487,20,10,22,7,5,10,28,31,-3,19,25,26
22240,11481,11487,41,15,22,4,10,8,20,26,-6,18,26,22
22241,11481,11487,56,17,22,4,7,11,21,47,-26,15,29,19
22242,11481,11487,49,4,22,10,11,1,32,14,18,31,13,41
22243,11481,11487,37,11,22,5,9,8,28,28,0,19,25,24
22244,11481,11487,21,5,22,12,2,8,30,22,8,26,18,38
22245,11481,11487,4,7,22,9,6,7,33,32,1,24,20,33
22246,11481,11487,52,13,22,6,5,11,22,31,-9,17,27,23
22247,11481,11487,43,1,22,13,6,3,39,12,27,32,12,45
22248,11481,11487,24,2,22,13,5,4,36,16,20,31,13,44
22249,11481,11487,57,8,22,8,9,5,39,35,4,25,19,33
22250,11481,11487,22,16,22,5,6,11,17,30,-13,16,28,21
22251,11481,11487,34,18,22,2,5,15,8,42,-34,9,35,11
22252,11481,11487,27,14,22,5,8,9,19,25,-6,18,26,23
22253,11481,11487,1,3,22,11,9,2,40,16,24,31,13,42
22254,11481,11487,12,12,22,5,9,8,28,32,-4,19,25,24
22255,11481,11487,17,6,22,9,6,7,33,29,4,24,20,33
22256,11502,11515,17,7,24,10,6,8,36,34,2,26,22,36
22257,11502,11515,12,12,24,6,9,9,29,33,-4,21,27,27
22258,11502,11515,35,8,24,8,10,6,33,29,4,26,22,34
22259,11502,11515,20,10,24,8,5,11,33,38,-5,21,27,29
22260,11502,11515,41,15,24,5,10,9,25,32,-7,20,28,25
22261,11502,11515,56,17,24,4,7,13,21,51,-30,15,33,19
22262,11502,11515,1,3,24,13,9,2,45,17,28,35,13,48
22263,11502,11515,27,13,24,6,8,10,20,27,-7,20,28,26
22264,11502,11515,43,1,24,15,6,3,45,13,32,36,12,51
22265,11502,11515,24,2,24,14,6,4,38,16,22,34,14,48
22266,11502,11515,57,9,24,8,10,6,41,38,3,26,22,34
22267,11502,11515,22,16,24,5,7,12,18,32,-14,17,31,22
22268,11502,11515,34,18,24,2,5,17,9,47,-38,9,39,11
22269,18271,18277,45,9,6,1,4,1,7,4,3,6,6,7
22270,18271,18277,27,14,6,1,2,3,4,10,-6,4,8,5
22271,18271,18277,15,16,6,0,1,5,3,13,-10,1,11,1
22272,18271,18277,1,7,6,2,1,3,10,10,0,5,7,7
22273,18271,18277,25,12,6,1,2,3,4,7,-3,4,8,5
22274,18271,18277,12,10,6,1,3,2,8,11,-3,5,7,6
22275,18271,18277,17,15,6,0,1,5,5,14,-9,1,11,1
22276,18768,18770,42,9,21,7,7,7,38,38,0,21,21,28
22277,18768,18770,17,13,21,4,8,9,16,28,-12,16,26,20
22278,18768,18770,1,3,21,11,4,6,32,25,7,26,16,37
22279,18768,18770,12,11,21,5,9,7,28,29,-1,19,23,24
22280,18768,18770,25,15,21,3,5,13,18,37,-19,11,31,14
22281,18768,18770,56,5,21,10,4,7,26,22,4,24,18,34
22282,18768,18770,35,8,21,7,7,7,34,32,2,21,21,28
22283,18768,18770,45,14,21,2,11,8,20,29,-9,15,27,17
22284,18768,18770,28,16,21,2,7,12,25,42,-17,11,31,13
22285,18768,18770,49,4,21,9,8,4,29,24,5,26,16,35
22286,18768,18770,16,12,21,5,7,9,27,37,-10,17,25,22
22287,18768,18770,43,1,21,14,4,3,41,18,23,32,10,46
22288,18768,18770,22,6,21,9,7,5,39,28,11,25,17,34
22289,18768,18770,57,7,21,9,6,6,27,25,2,24,18,33
22290,18768,18770,24,10,21,7,6,8,29,36,-7,20,22,27
22291,18768,18770,4,2,21,12,4,5,43,22,21,28,14,40
22292,18771,18774,4,2,22,12,4,6,44,25,19,28,16,40
22293,18771,18774,43,1,22,15,4,3,44,19,25,34,10,49
22294,18771,18774,22,6,22,9,7,6,41,31,10,25,19,34
22295,18771,18774,57,7,22,9,7,6,29,27,2,25,19,34
22296,18771,18774,24,8,22,8,6,8,32,38,-6,22,22,30
22297,18771,18774,49,4,22,10,8,4,31,25,6,28,16,38
22298,18771,18774,16,12,22,5,7,10,27,39,-12,17,27,22
22299,18771,18774,28,16,22,2,7,13,25,45,-20,11,33,13
22300,18771,18774,45,14,22,3,11,8,21,29,-8,17,27,20
22301,18771,18774,56,5,22,11,4,7,28,22,6,26,18,37
22302,18771,18774,35,9,22,7,7,8,34,33,1,21,23,28
22303,18771,18774,12,11,22,5,9,8,28,32,-4,19,25,24
22304,18771,18774,25,15,22,4,5,13,21,37,-16,13,31,17
22305,18771,18774,1,3,22,12,4,6,35,25,10,28,16,40
22306,18771,18774,42,10,22,7,7,8,39,40,-1,21,23,28
22307,18771,18774,17,13,22,4,9,9,18,30,-12,17,27,21
22308,18649,18655,1,1,8,5,3,0,17,8,9,13,3,18
22309,18649,18655,12,13,8,2,2,4,7,8,-1,6,10,8
22310,18649,18655,25,15,8,1,2,5,6,15,-9,4,12,5
22311,18649,18655,28,16,8,0,1,7,12,25,-13,1,15,1
22312,18649,18655,56,8,8,3,2,3,10,7,3,8,8,11
22313,18649,18655,35,11,8,2,3,3,13,13,0,7,9,9
22314,18649,18655,42,6,8,3,3,2,18,13,5,9,7,12
22315,18649,18655,17,14,8,0,6,2,4,6,-2,6,10,6
22316,18649,18655,45,12,8,2,3,3,8,12,-4,7,9,9
22317,18649,18655,4,3,8,5,1,2,16,11,5,11,5,16
22318,18649,18655,49,7,8,3,3,2,10,10,0,9,7,12
22319,18649,18655,16,9,8,3,1,4,9,10,-1,7,9,10
22320,18649,18655,43,2,8,5,2,1,14,8,6,12,4,17
22321,18649,18655,57,4,8,4,3,1,10,7,3,11,5,15
22322,18649,18655,22,5,8,3,4,1,15,10,5,10,6,13
22323,18649,18655,24,10,8,3,1,4,9,15,-6,7,9,10
22324,19076,19082,43,1,17,11,4,2,40,15,25,26,8,37
22325,19076,19082,22,4,17,7,8,2,30,21,9,22,12,29
22326,19076,19082,24,11,17,5,4,8,25,27,-2,14,20,19
22327,19076,19082,57,16,17,3,2,12,21,38,-17,8,26,11
22328,19076,19082,4,10,17,5,5,7,20,26,-6,15,19,20
22329,19076,19082,45,2,17,10,3,4,28,18,10,23,11,33
22330,19076,19082,27,14,17,4,3,10,15,31,-16,11,23,15
22331,19076,19082,10,15,17,3,5,9,16,32,-16,11,23,14
22332,19076,19082,49,7,17,8,2,7,31,24,7,18,16,26
22333,19076,19082,16,8,17,6,7,4,33,26,7,19,15,25
22334,19076,19082,56,6,17,8,4,5,21,15,6,20,14,28
22335,19076,19082,35,12,17,5,2,10,22,32,-10,12,22,17
22336,19076,19082,12,3,17,10,3,4,29,20,9,23,11,33
22337,19076,19082,1,5,17,8,4,5,38,31,7,20,14,28
22338,19076,19082,42,9,17,7,3,7,31,33,-2,17,17,24
22339,19076,19082,17,13,17,3,7,7,18,29,-11,13,21,16
22340,18964,18970,42,3,2,1,1,0,7,4,3,3,1,4
22341,18964,18970,17,13,2,0,1,1,0,2,-2,1,3,1
22342,18964,18970,1,1,2,2,0,0,4,1,3,4,0,6
22343,18964,18970,56,6,2,1,1,0,3,2,1,3,1,4
22344,18964,18970,35,15,2,0,0,2,2,5,-3,0,4,0
22345,18964,18970,12,4,2,1,1,0,6,4,2,3,1,4
22346,18964,18970,49,11,2,0,1,1,0,1,-1,1,3,1
22347,18964,18970,16,14,2,0,1,1,4,7,-3,1,3,1
22348,18964,18970,45,1,2,2,0,0,4,1,3,4,0,6
22349,20872,20874,10,6,12,5,3,4,28,19,9,13,11,18
22350,20872,20874,45,9,12,5,1,6,22,21,1,11,13,16
22351,20872,20874,15,14,12,2,3,7,17,32,-15,7,17,9
22352,20872,20874,49,10,12,4,4,4,12,16,-4,12,12,16
22353,20959,20962,49,6,22,7,8,7,24,27,-3,22,22,29
22354,20959,20962,27,2,22,13,6,3,39,20,19,32,12,45
22355,20959,20962,10,8,22,8,4,10,40,38,2,20,24,28
22356,20959,20962,45,14,22,7,2,13,33,40,-7,16,28,23
22357,20959,20962,15,16,22,3,7,12,29,48,-19,13,31,16
22358,20959,20962,43,3,22,13,4,5,32,26,6,30,14,43
22359,20959,20962,22,9,22,6,9,7,29,29,0,21,23,27
22360,20959,20962,24,15,22,4,6,12,21,37,-16,14,30,18
22361,20959,20962,4,4,22,10,5,7,30,18,12,25,19,35
22362,20959,20962,21,5,22,9,8,5,32,26,6,26,18,35
22363,20959,20962,9,12,22,7,4,11,28,29,-1,18,26,25
22364,20959,20962,12,13,22,6,6,10,24,34,-10,18,26,24
22365,20959,20962,56,10,22,7,5,10,29,36,-7,19,25,26
22366,20959,20962,1,1,22,17,3,2,55,21,34,37,7,54
22367,20959,20962,28,7,22,7,8,7,25,32,-7,22,22,29
22368,20959,20962,38,11,22,7,5,10,29,38,-9,19,25,26
22369,20833,20839,43,9,7,2,3,2,8,9,-1,7,7,9
22370,20833,20839,22,10,7,2,2,3,12,12,0,6,8,8
22371,20833,20839,24,15,7,0,4,3,6,10,-4,4,10,4
22372,20833,20839,1,1,7,6,0,1,18,5,13,12,2,18
22373,20833,20839,49,13,7,1,3,3,4,12,-8,5,9,6
22374,20833,20839,56,8,7,2,3,2,9,9,0,7,7,9
22375,20833,20839,27,2,7,5,2,0,14,6,8,12,2,17
22376,20833,20839,45,4,7,4,1,2,18,8,10,9,5,13
22377,20833,20839,10,7,7,2,3,2,17,12,5,7,7,9
22378,20833,20839,15,14,7,1,1,5,6,20,-14,3,11,4
22379,20833,20839,28,3,7,5,1,1,11,8,3,11,3,16
22380,20833,20839,38,5,7,4,1,2,12,11,1,9,5,13
22381,20833,20839,21,6,7,3,3,1,12,11,1,9,5,12
22382,20833,20839,4,12,7,1,3,3,8,9,-1,5,9,6
22383,20833,20839,9,16,7,0,1,6,5,14,-9,1,13,1
22384,20833,20839,12,11,7,2,1,4,9,13,-4,5,9,7
22385,21239,21242,22,1,12,9,3,0,34,12,22,21,3,30
22386,21239,21242,43,4,12,7,2,3,24,14,10,16,8,23
22387,21239,21242,57,12,12,3,4,5,14,23,-9,10,14,13
22388,21239,21242,27,10,12,4,2,6,17,18,-1,10,14,14
22389,21239,21242,15,11,12,4,1,7,16,25,-9,9,15,13
22390,21239,21242,10,13,12,1,7,4,13,16,-3,9,15,10
22391,21239,21242,45,16,12,1,3,8,17,32,-15,5,19,6
22392,21239,21242,21,3,12,7,4,1,17,9,8,18,6,25
22393,21239,21242,4,5,12,6,2,4,25,22,3,14,10,20
22394,21239,21242,9,9,12,4,3,5,14,21,-7,11,13,15
22395,21239,21242,49,6,12,5,5,2,18,11,7,15,9,20
22396,21239,21242,12,15,12,1,3,8,9,22,-13,5,19,6
22397,21239,21242,28,7,12,4,6,2,17,14,3,14,10,18
22398,21239,21242,38,14,12,1,3,8,6,18,-12,5,19,6
22399,21239,21242,56,8,12,4,3,5,17,19,-2,11,13,15
22400,21239,21242,1,2,12,8,3,1,31,13,18,19,5,27
22401,21337,21343,1,2,24,13,6,5,51,25,26,32,16,45
22402,21337,21343,56,9,24,8,7,9,32,35,-3,23,25,31
22403,21337,21343,28,5,24,10,9,5,40,29,11,29,19,39
22404,21337,21343,38,11,24,7,5,12,23,29,-6,19,29,26
22405,21337,21343,27,8,24,10,4,10,35,34,1,24,24,34
22406,21337,21343,15,10,24,9,1,14,28,45,-17,19,29,28
22407,21337,21343,45,12,24,7,5,12,40,50,-10,19,29,26
22408,21337,21343,10,15,24,4,10,10,27,35,-8,18,30,22
22409,21337,21343,49,4,24,12,7,5,38,25,13,31,17,43
22410,21337,21343,21,3,24,13,6,5,35,26,9,32,16,45
22411,21337,21343,4,6,24,11,5,8,42,38,4,27,21,38
22412,21337,21343,9,14,24,6,5,13,23,43,-20,17,31,23
22413,21337,21343,12,16,24,3,5,16,21,44,-23,11,37,14
22414,21337,21343,22,1,24,16,6,2,55,24,31,38,10,54
22415,21337,21343,43,7,24,11,4,9,40,31,9,26,22,37
22416,21337,21343,57,13,24,7,5,12,28,45,-17,19,29,26
22417,21610,21616,57,16,14,1,1,12,11,35,-24,3,25,4
22418,21610,21616,56,13,14,4,2,8,22,25,-3,10,18,14
22419,21610,21616,27,6,14,6,5,3,20,15,5,17,11,23
22420,21610,21616,45,7,14,6,4,4,22,17,5,16,12,22
22421,21610,21616,15,12,14,4,4,6,13,25,-12,12,16,16
22422,21610,21616,10,15,14,1,4,9,10,29,-19,6,22,7
22423,21610,21616,49,2,14,8,3,3,28,13,15,19,9,27
22424,21610,21616,4,3,14,7,4,3,30,19,11,18,10,25
22425,21610,21616,21,4,14,7,3,4,29,22,7,17,11,24
22426,21610,21616,9,14,14,3,2,9,15,27,-12,8,20,11
22427,21610,21616,38,9,14,5,5,4,19,17,2,15,13,20
22428,12044,12047,41,10,4,1,2,1,2,7,-5,4,4,5
22429,12044,12047,20,17,4,0,1,3,6,12,-6,1,7,1
22430,12044,12047,1,8,4,1,3,0,5,4,1,5,3,6
22431,12044,12047,52,15,4,1,1,2,4,8,-4,3,5,4
22432,12044,12047,43,1,4,4,0,0,14,3,11,8,0,12
22433,12044,12047,24,11,4,1,1,2,5,5,0,3,5,4
22434,12044,12047,57,13,4,1,1,2,5,8,-3,3,5,4
22435,12044,12047,22,18,4,0,0,4,3,10,-7,0,8,0
22436,12044,12047,49,4,4,2,1,1,4,2,2,5,3,7
22437,12044,12047,37,16,4,0,4,0,3,3,0,4,4,4
22438,12044,12047,9,6,4,1,3,0,7,3,4,5,3,6
22439,12044,12047,4,7,4,1,3,0,5,3,2,5,3,6
22440,12044,12047,21,14,4,1,1,2,5,9,-4,3,5,4
22441,12044,12047,17,12,4,1,1,2,3,4,-1,3,5,4
22442,12076,12082,21,4,9,5,2,2,12,10,2,12,6,17
22443,12076,12082,9,5,9,4,5,0,14,6,8,13,5,17
22444,12076,12082,4,12,9,1,6,2,12,14,-2,8,10,9
22445,12076,12082,49,10,9,3,2,4,7,6,1,8,10,11
22446,12076,12082,37,13,9,1,6,2,7,10,-3,8,10,9
22447,12076,12082,43,1,9,7,1,1,27,12,15,15,3,22
22448,12076,12082,24,7,9,3,4,2,12,8,4,10,8,13
22449,12076,12082,57,11,9,2,4,3,13,15,-2,8,10,10
22450,12076,12082,22,18,9,0,2,7,10,24,-14,2,16,2
22451,12076,12082,52,17,9,1,2,6,10,20,-10,4,14,5
22452,12076,12082,6,3,9,5,2,2,17,12,5,12,6,17
22453,12076,12082,13,8,9,3,3,3,13,8,5,9,9,12
22454,12076,12082,35,9,9,3,3,3,11,12,-1,9,9,12
22455,12076,12082,20,14,9,2,2,5,12,21,-9,6,12,8
22456,12076,12082,41,16,9,1,5,3,7,14,-7,7,11,8
22457,12076,12082,27,6,9,4,2,3,11,9,2,10,8,14
22458,12076,12082,1,2,9,5,4,0,15,6,9,14,4,19
22459,12076,12082,17,15,9,1,5,3,7,10,-3,7,11,8
22460,12489,12495,17,3,11,6,2,3,24,16,8,14,8,20
22461,12489,12495,1,5,11,5,3,3,23,12,11,13,9,18
22462,12489,12495,13,6,11,5,3,3,18,12,6,13,9,18
22463,12489,12495,35,14,11,3,3,5,20,16,4,9,13,12
22464,12489,12495,6,16,11,3,1,7,11,18,-7,7,15,10
22465,12489,12495,41,18,11,1,4,6,16,25,-9,6,16,7
22466,12489,12495,52,10,11,3,6,2,13,13,0,12,10,15
22467,12489,12495,28,13,11,3,4,4,12,16,-4,10,12,13
22468,12489,12495,43,1,11,7,2,2,25,15,10,16,6,23
22469,12489,12495,24,4,11,6,2,3,15,11,4,14,8,20
22470,12489,12495,34,8,11,4,3,4,21,24,-3,11,11,15
22471,12489,12495,57,12,11,4,2,5,12,15,-3,10,12,14
22472,12489,12495,27,15,11,3,3,5,9,15,-6,9,13,12
22473,12489,12495,49,2,11,7,2,2,18,9,9,16,6,23
22474,12489,12495,37,7,11,5,0,6,16,22,-6,10,12,15
22475,12489,12495,4,9,11,4,3,4,16,19,-3,11,11,15
22476,12489,12495,21,11,11,4,2,5,19,19,0,10,12,14
22477,12489,12495,9,17,11,3,1,7,13,24,-11,7,15,10
22478,12566,12572,21,11,20,7,4,9,31,31,0,18,22,25
22479,12566,12572,4,16,20,6,3,11,26,40,-14,15,25,21
22480,12566,12572,9,17,20,3,4,13,20,50,-30,10,30,13
22481,12566,12572,49,3,20,12,5,3,32,17,15,29,11,41
22482,12566,12572,37,14,20,6,6,8,24,30,-6,18,22,24
22483,12566,12572,43,1,20,14,4,2,47,21,26,32,8,46
22484,12566,12572,34,5,20,8,5,7,41,40,1,21,19,29
22485,12566,12572,24,7,20,8,3,9,23,27,-4,19,21,27
22486,12566,12572,57,15,20,6,5,9,26,32,-6,17,23,23
22487,12566,12572,28,10,20,6,8,6,21,24,-3,20,20,26
22488,12566,12572,52,12,20,6,7,7,22,25,-3,19,21,25
22489,12566,12572,1,2,20,13,4,3,49,21,28,30,10,43
22490,12566,12572,27,13,20,6,7,7,20,27,-7,19,21,25
22491,12566,12572,13,6,20,7,7,6,32,24,8,21,19,28
22492,12566,12572,6,8,20,7,5,8,25,26,-1,19,21,26
22493,12566,12572,35,9,20,6,8,6,35,25,10,20,20,26
22494,12566,12572,41,18,20,2,6,12,22,41,-19,10,30,12
22495,12566,12572,17,4,20,9,5,6,33,28,5,23,17,32
22496,12419,12425,17,1,3,3,0,0,11,3,8,6,0,9
22497,12419,12425,1,7,3,1,1,1,5,5,0,3,3,4
22498,12419,12425,52,9,3,1,1,1,4,4,0,3,3,4
22499,12419,12425,28,16,3,0,2,1,1,3,-2,2,4,2
22500,12419,12425,13,3,3,2,0,1,6,3,3,4,2,6
22501,12419,12425,35,6,3,1,1,1,7,5,2,3,3,4
22502,12419,12425,41,17,3,0,2,1,3,8,-5,2,4,2
